Run,Agent,Iteration,Total Conversions
0,PPO Bidder - Net Utility 1,0,23
0,PPO Bidder - Net Utility 1,1,691
0,PPO Bidder - Net Utility 1,2,765
0,PPO Bidder - Net Utility 1,3,735
0,PPO Bidder - Net Utility 1,4,850
0,PPO Bidder - Net Utility 1,5,762
0,PPO Bidder - Net Utility 1,6,880
0,PPO Bidder - Net Utility 1,7,861
0,PPO Bidder - Net Utility 1,8,846
0,PPO Bidder - Net Utility 1,9,799
0,PPO Bidder - Net Utility 1,10,820
0,PPO Bidder - Net Utility 1,11,807
0,PPO Bidder - Net Utility 1,12,867
0,PPO Bidder - Net Utility 1,13,793
0,PPO Bidder - Net Utility 1,14,817
0,PPO Bidder - Net Utility 1,15,806
0,PPO Bidder - Net Utility 1,16,778
0,PPO Bidder - Net Utility 1,17,799
0,PPO Bidder - Net Utility 1,18,800
0,PPO Bidder - Net Utility 1,19,841
0,PPO Bidder - Net Utility 1,20,797
0,PPO Bidder - Net Utility 1,21,800
0,PPO Bidder - Net Utility 1,22,733
0,PPO Bidder - Net Utility 1,23,735
0,PPO Bidder - Net Utility 1,24,746
0,Truthful Competitor 2,0,17
0,Truthful Competitor 2,1,298
0,Truthful Competitor 2,2,300
0,Truthful Competitor 2,3,235
0,Truthful Competitor 2,4,261
0,Truthful Competitor 2,5,273
0,Truthful Competitor 2,6,252
0,Truthful Competitor 2,7,256
0,Truthful Competitor 2,8,261
0,Truthful Competitor 2,9,258
0,Truthful Competitor 2,10,266
0,Truthful Competitor 2,11,283
0,Truthful Competitor 2,12,275
0,Truthful Competitor 2,13,267
0,Truthful Competitor 2,14,285
0,Truthful Competitor 2,15,289
0,Truthful Competitor 2,16,249
0,Truthful Competitor 2,17,239
0,Truthful Competitor 2,18,240
0,Truthful Competitor 2,19,263
0,Truthful Competitor 2,20,262
0,Truthful Competitor 2,21,258
0,Truthful Competitor 2,22,276
0,Truthful Competitor 2,23,278
0,Truthful Competitor 2,24,254
0,Truthful Competitor 3,0,517
0,Truthful Competitor 3,1,408
0,Truthful Competitor 3,2,494
0,Truthful Competitor 3,3,293
0,Truthful Competitor 3,4,459
0,Truthful Competitor 3,5,466
