Run,Agent,Iteration,Gross Utility
0,PPO Bidder - Net Utility 1,0,309.2889066720818
0,PPO Bidder - Net Utility 1,1,6699.314431311958
0,PPO Bidder - Net Utility 1,2,7758.483045670063
0,PPO Bidder - Net Utility 1,3,6891.890543013432
0,PPO Bidder - Net Utility 1,4,8050.265033096538
0,PPO Bidder - Net Utility 1,5,8013.305981355851
0,PPO Bidder - Net Utility 1,6,8126.1283498274215
0,PPO Bidder - Net Utility 1,7,8152.388728695804
0,PPO Bidder - Net Utility 1,8,8131.963989575951
0,PPO Bidder - Net Utility 1,9,8041.511573473744
0,PPO Bidder - Net Utility 1,10,7899.511006259526
0,PPO Bidder - Net Utility 1,11,8061.936312593597
0,PPO Bidder - Net Utility 1,12,8075.552805340166
0,PPO Bidder - Net Utility 1,13,8174.758681065167
0,PPO Bidder - Net Utility 1,14,7955.922190495311
0,PPO Bidder - Net Utility 1,15,7524.084849104128
0,PPO Bidder - Net Utility 1,16,7569.797360467609
0,PPO Bidder - Net Utility 1,17,7564.934327343834
0,PPO Bidder - Net Utility 1,18,7767.236505292857
0,PPO Bidder - Net Utility 1,19,7714.715747556092
0,PPO Bidder - Net Utility 1,20,7551.317834597266
0,PPO Bidder - Net Utility 1,21,7636.907217575698
0,PPO Bidder - Net Utility 1,22,7441.41328599996
0,PPO Bidder - Net Utility 1,23,7295.522292286722
0,PPO Bidder - Net Utility 1,24,7555.208261096285
1,PPO Bidder - Net Utility 1,0,3.8904264990199096
1,PPO Bidder - Net Utility 1,1,104.06890884878231
1,PPO Bidder - Net Utility 1,2,2975.203665125381
1,PPO Bidder - Net Utility 1,3,6746.972155924949
1,PPO Bidder - Net Utility 1,4,7429.742006502901
1,PPO Bidder - Net Utility 1,5,7502.68750335952
1,PPO Bidder - Net Utility 1,6,7518.249209355598
1,PPO Bidder - Net Utility 1,7,7850.88067502178
1,PPO Bidder - Net Utility 1,8,7865.469774393104
1,PPO Bidder - Net Utility 1,9,8017.196407854871
1,PPO Bidder - Net Utility 1,10,7986.0729958627135
1,PPO Bidder - Net Utility 1,11,8089.169298086735
1,PPO Bidder - Net Utility 1,12,8050.265033096538
1,PPO Bidder - Net Utility 1,13,8188.375173811736
1,PPO Bidder - Net Utility 1,14,8165.032614817618
1,PPO Bidder - Net Utility 1,15,8335.23877414973
1,PPO Bidder - Net Utility 1,16,8217.553372554385
1,PPO Bidder - Net Utility 1,17,8142.662662448255
1,PPO Bidder - Net Utility 1,18,8053.182852970803
1,PPO Bidder - Net Utility 1,19,8030.81290060144
1,PPO Bidder - Net Utility 1,20,8194.210813560267
1,PPO Bidder - Net Utility 1,21,8195.183420185022
1,PPO Bidder - Net Utility 1,22,8233.115078550463
1,PPO Bidder - Net Utility 1,23,8001.634701858792
1,PPO Bidder - Net Utility 1,24,8173.786074440412
2,PPO Bidder - Net Utility 1,0,2.917819874264932
2,PPO Bidder - Net Utility 1,1,92.39762935172263
2,PPO Bidder - Net Utility 1,2,6115.750456459008
2,PPO Bidder - Net Utility 1,3,9049.132036719839
2,PPO Bidder - Net Utility 1,4,9233.927295423273
2,PPO Bidder - Net Utility 1,5,9239.762935171802
2,PPO Bidder - Net Utility 1,6,9284.502839910529
2,PPO Bidder - Net Utility 1,7,9083.17326858626
2,PPO Bidder - Net Utility 1,8,9134.721419698271
2,PPO Bidder - Net Utility 1,9,9436.229473372296
2,PPO Bidder - Net Utility 1,10,9366.201796389942
2,PPO Bidder - Net Utility 1,11,9210.584736429155
2,PPO Bidder - Net Utility 1,12,9312.708432028421
2,PPO Bidder - Net Utility 1,13,9229.064262299498
2,PPO Bidder - Net Utility 1,14,9124.995353450722
2,PPO Bidder - Net Utility 1,15,9340.914024146314
2,PPO Bidder - Net Utility 1,16,9231.009475549008
2,PPO Bidder - Net Utility 1,17,9109.433647454644
2,PPO Bidder - Net Utility 1,18,9292.283692908568
2,PPO Bidder - Net Utility 1,19,9269.913740539205
2,PPO Bidder - Net Utility 1,20,9147.365305820085
2,PPO Bidder - Net Utility 1,21,9089.00890833479
2,PPO Bidder - Net Utility 1,22,9157.091372067634
2,PPO Bidder - Net Utility 1,23,9205.72170330538
2,PPO Bidder - Net Utility 1,24,9348.694877144353
0,Truthful Competitor 10,0,695.6622654023826
0,Truthful Competitor 10,1,298.14097088673583
0,Truthful Competitor 10,2,222.96867480845563
0,Truthful Competitor 10,3,53.51248195402951
0,Truthful Competitor 10,4,226.79099494802915
0,Truthful Competitor 10,5,238.2579553667497
0,Truthful Competitor 10,6,267.562409770147
0,Truthful Competitor 10,7,286.674010468015
0,Truthful Competitor 10,8,207.67939425016155
0,Truthful Competitor 10,9,286.674010468015
0,Truthful Competitor 10,10,374.58737367820794
0,Truthful Competitor 10,11,268.8365164833382
0,Truthful Competitor 10,12,268.8365164833382
0,Truthful Competitor 10,13,230.61331508760267
0,Truthful Competitor 10,14,219.1463546688821
0,Truthful Competitor 10,15,236.98384865355854
0,Truthful Competitor 10,16,256.09544935142617
0,Truthful Competitor 10,17,268.8365164833382
0,Truthful Competitor 10,18,242.08027550632323
0,Truthful Competitor 10,19,293.044544033971
0,Truthful Competitor 10,20,261.191876204191
0,Truthful Competitor 10,21,301.96329102630943
0,Truthful Competitor 10,22,317.25257158460386
0,Truthful Competitor 10,23,244.62848893270558
0,Truthful Competitor 10,24,250.99902249866145
1,Truthful Competitor 10,0,773.3827749070424
1,Truthful Competitor 10,1,466.32305702797447
1,Truthful Competitor 10,2,250.99902249866145
1,Truthful Competitor 10,3,324.89721186375107
