Run,Agent,Iteration,Total Clicks
0,Truthful Competitor 7,21,8855
0,Truthful Competitor 7,22,8892
0,Truthful Competitor 7,23,8883
0,Truthful Competitor 7,24,8967
0,Truthful Competitor 8,0,254
0,Truthful Competitor 8,1,4790
0,Truthful Competitor 8,2,1593
0,Truthful Competitor 8,3,764
0,Truthful Competitor 8,4,1536
0,Truthful Competitor 8,5,1511
0,Truthful Competitor 8,6,1640
0,Truthful Competitor 8,7,1543
0,Truthful Competitor 8,8,1542
0,Truthful Competitor 8,9,1423
0,Truthful Competitor 8,10,1492
0,Truthful Competitor 8,11,1541
0,Truthful Competitor 8,12,1683
0,Truthful Competitor 8,13,1662
0,Truthful Competitor 8,14,1617
0,Truthful Competitor 8,15,1615
0,Truthful Competitor 8,16,1615
0,Truthful Competitor 8,17,1740
0,Truthful Competitor 8,18,1613
0,Truthful Competitor 8,19,1678
0,Truthful Competitor 8,20,1683
0,Truthful Competitor 8,21,1579
0,Truthful Competitor 8,22,1693
0,Truthful Competitor 8,23,1611
0,Truthful Competitor 8,24,1656
0,Truthful Competitor 9,0,102
0,Truthful Competitor 9,1,7
0,Truthful Competitor 9,2,4
0,Truthful Competitor 9,3,3272
0,Truthful Competitor 9,4,87
0,Truthful Competitor 9,5,47
0,Truthful Competitor 9,6,21
0,Truthful Competitor 9,7,58
0,Truthful Competitor 9,8,76
0,Truthful Competitor 9,9,48
0,Truthful Competitor 9,10,20
0,Truthful Competitor 9,11,30
0,Truthful Competitor 9,12,141
0,Truthful Competitor 9,13,91
0,Truthful Competitor 9,14,66
0,Truthful Competitor 9,15,106
0,Truthful Competitor 9,16,169
0,Truthful Competitor 9,17,148
0,Truthful Competitor 9,18,113
0,Truthful Competitor 9,19,104
0,Truthful Competitor 9,20,74
0,Truthful Competitor 9,21,103
0,Truthful Competitor 9,22,140
0,Truthful Competitor 9,23,122
0,Truthful Competitor 9,24,83
0,Truthful Competitor 10,0,546
0,Truthful Competitor 10,1,234
0,Truthful Competitor 10,2,175
0,Truthful Competitor 10,3,42
0,Truthful Competitor 10,4,178
0,Truthful Competitor 10,5,187
0,Truthful Competitor 10,6,210
0,Truthful Competitor 10,7,225
0,Truthful Competitor 10,8,163
0,Truthful Competitor 10,9,225
0,Truthful Competitor 10,10,294
0,Truthful Competitor 10,11,211
0,Truthful Competitor 10,12,211
0,Truthful Competitor 10,13,181
0,Truthful Competitor 10,14,172
0,Truthful Competitor 10,15,186
0,Truthful Competitor 10,16,201
0,Truthful Competitor 10,17,211
0,Truthful Competitor 10,18,190
0,Truthful Competitor 10,19,230
0,Truthful Competitor 10,20,205
0,Truthful Competitor 10,21,237
0,Truthful Competitor 10,22,249
0,Truthful Competitor 10,23,192
0,Truthful Competitor 10,24,197
0,Truthful Competitor 11,0,4186
0,Truthful Competitor 11,1,1566
0,Truthful Competitor 11,2,2621
0,Truthful Competitor 11,3,1038
0,Truthful Competitor 11,4,2535
0,Truthful Competitor 11,5,2588
0,Truthful Competitor 11,6,2551
0,Truthful Competitor 11,7,2684
0,Truthful Competitor 11,8,2644
0,Truthful Competitor 11,9,2716
0,Truthful Competitor 11,10,2785
0,Truthful Competitor 11,11,2631
0,Truthful Competitor 11,12,2536
0,Truthful Competitor 11,13,2654
0,Truthful Competitor 11,14,2703
0,Truthful Competitor 11,15,2612
0,Truthful Competitor 11,16,2614
0,Truthful Competitor 11,17,2605
0,Truthful Competitor 11,18,2630
0,Truthful Competitor 11,19,2587
0,Truthful Competitor 11,20,2661
0,Truthful Competitor 11,21,2638
0,Truthful Competitor 11,22,2686
0,Truthful Competitor 11,23,2585
0,Truthful Competitor 11,24,2541
1,PPO Bidder - Net Utility 1,0,4
1,PPO Bidder - Net Utility 1,1,107
1,PPO Bidder - Net Utility 1,2,3059
1,PPO Bidder - Net Utility 1,3,6937
1,PPO Bidder - Net Utility 1,4,7639
1,PPO Bidder - Net Utility 1,5,7714
1,PPO Bidder - Net Utility 1,6,7730
1,PPO Bidder - Net Utility 1,7,8072
1,PPO Bidder - Net Utility 1,8,8087
1,PPO Bidder - Net Utility 1,9,8243
1,PPO Bidder - Net Utility 1,10,8211
1,PPO Bidder - Net Utility 1,11,8317
1,PPO Bidder - Net Utility 1,12,8277
1,PPO Bidder - Net Utility 1,13,8419
1,PPO Bidder - Net Utility 1,14,8395
1,PPO Bidder - Net Utility 1,15,8570
1,PPO Bidder - Net Utility 1,16,8449
1,PPO Bidder - Net Utility 1,17,8372
1,PPO Bidder - Net Utility 1,18,8280
1,PPO Bidder - Net Utility 1,19,8257
1,PPO Bidder - Net Utility 1,20,8425
1,PPO Bidder - Net Utility 1,21,8426
1,PPO Bidder - Net Utility 1,22,8465
1,PPO Bidder - Net Utility 1,23,8227
1,PPO Bidder - Net Utility 1,24,8404
1,Truthful Competitor 2,0,54
1,Truthful Competitor 2,1,3115
1,Truthful Competitor 2,2,3262
1,Truthful Competitor 2,3,2927
1,Truthful Competitor 2,4,2932
1,Truthful Competitor 2,5,2721
1,Truthful Competitor 2,6,2737
1,Truthful Competitor 2,7,2693
1,Truthful Competitor 2,8,2621
1,Truthful Competitor 2,9,2757
1,Truthful Competitor 2,10,2829
1,Truthful Competitor 2,11,2715
1,Truthful Competitor 2,12,2717
1,Truthful Competitor 2,13,2623
1,Truthful Competitor 2,14,2561
1,Truthful Competitor 2,15,2659
1,Truthful Competitor 2,16,2763
1,Truthful Competitor 2,17,2715
1,Truthful Competitor 2,18,2889
1,Truthful Competitor 2,19,2727
1,Truthful Competitor 2,20,2730
1,Truthful Competitor 2,21,2773
1,Truthful Competitor 2,22,2718
1,Truthful Competitor 2,23,2604
1,Truthful Competitor 2,24,2694
1,Truthful Competitor 3,0,720
1,Truthful Competitor 3,1,5152
1,Truthful Competitor 3,2,5287
1,Truthful Competitor 3,3,4925
1,Truthful Competitor 3,4,4728
1,Truthful Competitor 3,5,4610
1,Truthful Competitor 3,6,4642
1,Truthful Competitor 3,7,4816
1,Truthful Competitor 3,8,4611
1,Truthful Competitor 3,9,4681
1,Truthful Competitor 3,10,4688
1,Truthful Competitor 3,11,4763
1,Truthful Competitor 3,12,4766
1,Truthful Competitor 3,13,4582
1,Truthful Competitor 3,14,4736
1,Truthful Competitor 3,15,4790
1,Truthful Competitor 3,16,4732
1,Truthful Competitor 3,17,4696
1,Truthful Competitor 3,18,4652
1,Truthful Competitor 3,19,4577
1,Truthful Competitor 3,20,4578
1,Truthful Competitor 3,21,4598
1,Truthful Competitor 3,22,4610
1,Truthful Competitor 3,23,4532
1,Truthful Competitor 3,24,4605
1,Truthful Competitor 4,0,13
1,Truthful Competitor 4,1,2500
1,Truthful Competitor 4,2,1929
1,Truthful Competitor 4,3,1863
1,Truthful Competitor 4,4,1924
1,Truthful Competitor 4,5,1915
1,Truthful Competitor 4,6,1880
1,Truthful Competitor 4,7,1762
1,Truthful Competitor 4,8,1860
1,Truthful Competitor 4,9,1878
1,Truthful Competitor 4,10,1789
1,Truthful Competitor 4,11,1816
1,Truthful Competitor 4,12,1978
1,Truthful Competitor 4,13,2118
1,Truthful Competitor 4,14,2033
1,Truthful Competitor 4,15,1837
1,Truthful Competitor 4,16,1950
1,Truthful Competitor 4,17,2013
1,Truthful Competitor 4,18,1836
1,Truthful Competitor 4,19,1930
1,Truthful Competitor 4,20,1923
1,Truthful Competitor 4,21,1883
1,Truthful Competitor 4,22,1896
1,Truthful Competitor 4,23,1983
1,Truthful Competitor 4,24,1937
1,Truthful Competitor 5,0,1206
1,Truthful Competitor 5,1,1517
1,Truthful Competitor 5,2,1996
1,Truthful Competitor 5,3,1662
1,Truthful Competitor 5,4,1560
1,Truthful Competitor 5,5,1628
1,Truthful Competitor 5,6,1589
1,Truthful Competitor 5,7,1535
1,Truthful Competitor 5,8,1477
1,Truthful Competitor 5,9,1473
1,Truthful Competitor 5,10,1526
1,Truthful Competitor 5,11,1508
1,Truthful Competitor 5,12,1457
1,Truthful Competitor 5,13,1426
1,Truthful Competitor 5,14,1420
1,Truthful Competitor 5,15,1358
1,Truthful Competitor 5,16,1400
1,Truthful Competitor 5,17,1438
1,Truthful Competitor 5,18,1470
1,Truthful Competitor 5,19,1467
1,Truthful Competitor 5,20,1468
1,Truthful Competitor 5,21,1491
1,Truthful Competitor 5,22,1464
1,Truthful Competitor 5,23,1498
1,Truthful Competitor 5,24,1460
1,Truthful Competitor 6,0,4
1,Truthful Competitor 6,1,6
1,Truthful Competitor 6,2,8
1,Truthful Competitor 6,3,224
1,Truthful Competitor 6,4,391
1,Truthful Competitor 6,5,280
1,Truthful Competitor 6,6,289
1,Truthful Competitor 6,7,354
1,Truthful Competitor 6,8,366
1,Truthful Competitor 6,9,359
1,Truthful Competitor 6,10,405
1,Truthful Competitor 6,11,367
1,Truthful Competitor 6,12,386
1,Truthful Competitor 6,13,321
1,Truthful Competitor 6,14,336
1,Truthful Competitor 6,15,345
1,Truthful Competitor 6,16,311
1,Truthful Competitor 6,17,279
1,Truthful Competitor 6,18,340
1,Truthful Competitor 6,19,385
1,Truthful Competitor 6,20,287
1,Truthful Competitor 6,21,303
1,Truthful Competitor 6,22,422
1,Truthful Competitor 6,23,362
1,Truthful Competitor 6,24,352
1,Truthful Competitor 7,0,3
1,Truthful Competitor 7,1,92
1,Truthful Competitor 7,2,6398
1,Truthful Competitor 7,3,8110
1,Truthful Competitor 7,4,8457
1,Truthful Competitor 7,5,8178
1,Truthful Competitor 7,6,8340
1,Truthful Competitor 7,7,8453
1,Truthful Competitor 7,8,8505
1,Truthful Competitor 7,9,8521
1,Truthful Competitor 7,10,8503
1,Truthful Competitor 7,11,8661
1,Truthful Competitor 7,12,8454
1,Truthful Competitor 7,13,8291
1,Truthful Competitor 7,14,8400
1,Truthful Competitor 7,15,8399
1,Truthful Competitor 7,16,8280
1,Truthful Competitor 7,17,8411
1,Truthful Competitor 7,18,8295
1,Truthful Competitor 7,19,8284
1,Truthful Competitor 7,20,8506
1,Truthful Competitor 7,21,8559
1,Truthful Competitor 7,22,8580
1,Truthful Competitor 7,23,8573
1,Truthful Competitor 7,24,8413
1,Truthful Competitor 8,0,181
1,Truthful Competitor 8,1,4984
1,Truthful Competitor 8,2,2651
1,Truthful Competitor 8,3,1924
1,Truthful Competitor 8,4,1896
1,Truthful Competitor 8,5,1953
1,Truthful Competitor 8,6,1941
1,Truthful Competitor 8,7,1868
1,Truthful Competitor 8,8,1746
1,Truthful Competitor 8,9,1887
1,Truthful Competitor 8,10,1757
1,Truthful Competitor 8,11,1683
1,Truthful Competitor 8,12,1747
1,Truthful Competitor 8,13,1839
1,Truthful Competitor 8,14,1760
1,Truthful Competitor 8,15,1650
1,Truthful Competitor 8,16,1682
1,Truthful Competitor 8,17,1755
1,Truthful Competitor 8,18,1830
1,Truthful Competitor 8,19,1780
1,Truthful Competitor 8,20,1770
1,Truthful Competitor 8,21,1730
1,Truthful Competitor 8,22,1789
1,Truthful Competitor 8,23,1950
1,Truthful Competitor 8,24,1866
1,Truthful Competitor 9,0,1656
1,Truthful Competitor 9,1,73
1,Truthful Competitor 9,2,132
1,Truthful Competitor 9,3,131
1,Truthful Competitor 9,4,69
1,Truthful Competitor 9,5,100
1,Truthful Competitor 9,6,109
1,Truthful Competitor 9,7,130
1,Truthful Competitor 9,8,98
1,Truthful Competitor 9,9,53
1,Truthful Competitor 9,10,90
1,Truthful Competitor 9,11,96
1,Truthful Competitor 9,12,106
1,Truthful Competitor 9,13,88
1,Truthful Competitor 9,14,80
1,Truthful Competitor 9,15,121
1,Truthful Competitor 9,16,171
1,Truthful Competitor 9,17,88
1,Truthful Competitor 9,18,143
1,Truthful Competitor 9,19,225
1,Truthful Competitor 9,20,82
1,Truthful Competitor 9,21,54
1,Truthful Competitor 9,22,104
1,Truthful Competitor 9,23,78
1,Truthful Competitor 9,24,81
1,Truthful Competitor 10,0,607
1,Truthful Competitor 10,1,366
1,Truthful Competitor 10,2,197
1,Truthful Competitor 10,3,255
1,Truthful Competitor 10,4,197
1,Truthful Competitor 10,5,266
1,Truthful Competitor 10,6,184
1,Truthful Competitor 10,7,186
1,Truthful Competitor 10,8,204
1,Truthful Competitor 10,9,213
1,Truthful Competitor 10,10,197
1,Truthful Competitor 10,11,278
1,Truthful Competitor 10,12,219
1,Truthful Competitor 10,13,299
1,Truthful Competitor 10,14,282
1,Truthful Competitor 10,15,250
1,Truthful Competitor 10,16,245
1,Truthful Competitor 10,17,188
1,Truthful Competitor 10,18,140
1,Truthful Competitor 10,19,185
1,Truthful Competitor 10,20,296
1,Truthful Competitor 10,21,226
1,Truthful Competitor 10,22,209
1,Truthful Competitor 10,23,238
1,Truthful Competitor 10,24,236
1,Truthful Competitor 11,0,333
1,Truthful Competitor 11,1,3105
1,Truthful Competitor 11,2,2786
1,Truthful Competitor 11,3,2649
1,Truthful Competitor 11,4,2612
1,Truthful Competitor 11,5,2667
1,Truthful Competitor 11,6,2772
1,Truthful Competitor 11,7,2695
1,Truthful Competitor 11,8,2694
1,Truthful Competitor 11,9,2655
1,Truthful Competitor 11,10,2684
1,Truthful Competitor 11,11,2687
1,Truthful Competitor 11,12,2612
1,Truthful Competitor 11,13,2696
1,Truthful Competitor 11,14,2735
1,Truthful Competitor 11,15,2612
1,Truthful Competitor 11,16,2585
1,Truthful Competitor 11,17,2685
1,Truthful Competitor 11,18,2720
1,Truthful Competitor 11,19,2736
1,Truthful Competitor 11,20,2700
1,Truthful Competitor 11,21,2661
1,Truthful Competitor 11,22,2646
1,Truthful Competitor 11,23,2596
1,Truthful Competitor 11,24,2557
2,PPO Bidder - Net Utility 1,0,3
2,PPO Bidder - Net Utility 1,1,95
2,PPO Bidder - Net Utility 1,2,6288
2,PPO Bidder - Net Utility 1,3,9304
2,PPO Bidder - Net Utility 1,4,9494
2,PPO Bidder - Net Utility 1,5,9500
2,PPO Bidder - Net Utility 1,6,9546
2,PPO Bidder - Net Utility 1,7,9339
2,PPO Bidder - Net Utility 1,8,9392
2,PPO Bidder - Net Utility 1,9,9702
2,PPO Bidder - Net Utility 1,10,9630
2,PPO Bidder - Net Utility 1,11,9470
2,PPO Bidder - Net Utility 1,12,9575
2,PPO Bidder - Net Utility 1,13,9489
2,PPO Bidder - Net Utility 1,14,9382
2,PPO Bidder - Net Utility 1,15,9604
2,PPO Bidder - Net Utility 1,16,9491
2,PPO Bidder - Net Utility 1,17,9366
2,PPO Bidder - Net Utility 1,18,9554
2,PPO Bidder - Net Utility 1,19,9531
2,PPO Bidder - Net Utility 1,20,9405
2,PPO Bidder - Net Utility 1,21,9345
2,PPO Bidder - Net Utility 1,22,9415
2,PPO Bidder - Net Utility 1,23,9465
2,PPO Bidder - Net Utility 1,24,9612
2,Truthful Competitor 2,0,5
2,Truthful Competitor 2,1,943
2,Truthful Competitor 2,2,2687
2,Truthful Competitor 2,3,2516
2,Truthful Competitor 2,4,2470
2,Truthful Competitor 2,5,2592
2,Truthful Competitor 2,6,2553
2,Truthful Competitor 2,7,2546
2,Truthful Competitor 2,8,2558
2,Truthful Competitor 2,9,2558
2,Truthful Competitor 2,10,2514
2,Truthful Competitor 2,11,2470
2,Truthful Competitor 2,12,2494
2,Truthful Competitor 2,13,2460
2,Truthful Competitor 2,14,2451
2,Truthful Competitor 2,15,2489
2,Truthful Competitor 2,16,2532
2,Truthful Competitor 2,17,2523
2,Truthful Competitor 2,18,2570
2,Truthful Competitor 2,19,2625
2,Truthful Competitor 2,20,2516
2,Truthful Competitor 2,21,2450
2,Truthful Competitor 2,22,2559
2,Truthful Competitor 2,23,2649
2,Truthful Competitor 2,24,2462
2,Truthful Competitor 3,0,159
2,Truthful Competitor 3,1,5273
2,Truthful Competitor 3,2,4806
2,Truthful Competitor 3,3,4489
2,Truthful Competitor 3,4,4496
2,Truthful Competitor 3,5,4468
2,Truthful Competitor 3,6,4506
2,Truthful Competitor 3,7,4623
2,Truthful Competitor 3,8,4527
2,Truthful Competitor 3,9,4420
2,Truthful Competitor 3,10,4453
2,Truthful Competitor 3,11,4485
2,Truthful Competitor 3,12,4424
2,Truthful Competitor 3,13,4569
2,Truthful Competitor 3,14,4606
2,Truthful Competitor 3,15,4543
2,Truthful Competitor 3,16,4510
2,Truthful Competitor 3,17,4357
2,Truthful Competitor 3,18,4493
2,Truthful Competitor 3,19,4456
2,Truthful Competitor 3,20,4689
2,Truthful Competitor 3,21,4583
2,Truthful Competitor 3,22,4512
2,Truthful Competitor 3,23,4453
2,Truthful Competitor 3,24,4468
2,Truthful Competitor 4,0,52
2,Truthful Competitor 4,1,1890
2,Truthful Competitor 4,2,1931
2,Truthful Competitor 4,3,1972
2,Truthful Competitor 4,4,1925
2,Truthful Competitor 4,5,1884
2,Truthful Competitor 4,6,1904
2,Truthful Competitor 4,7,1843
2,Truthful Competitor 4,8,1813
2,Truthful Competitor 4,9,1942
2,Truthful Competitor 4,10,1963
2,Truthful Competitor 4,11,1979
2,Truthful Competitor 4,12,1899
2,Truthful Competitor 4,13,1973
2,Truthful Competitor 4,14,1953
2,Truthful Competitor 4,15,1957
2,Truthful Competitor 4,16,1942
2,Truthful Competitor 4,17,1985
2,Truthful Competitor 4,18,1930
2,Truthful Competitor 4,19,1848
2,Truthful Competitor 4,20,1814
2,Truthful Competitor 4,21,2002
2,Truthful Competitor 4,22,1912
2,Truthful Competitor 4,23,1892
2,Truthful Competitor 4,24,2047
2,Truthful Competitor 5,0,177
2,Truthful Competitor 5,1,2496
2,Truthful Competitor 5,2,1784
2,Truthful Competitor 5,3,1365
2,Truthful Competitor 5,4,1322
2,Truthful Competitor 5,5,1237
2,Truthful Competitor 5,6,1265
2,Truthful Competitor 5,7,1251
2,Truthful Competitor 5,8,1203
2,Truthful Competitor 5,9,1232
2,Truthful Competitor 5,10,1174
2,Truthful Competitor 5,11,1200
2,Truthful Competitor 5,12,1277
2,Truthful Competitor 5,13,1208
2,Truthful Competitor 5,14,1252
2,Truthful Competitor 5,15,1315
2,Truthful Competitor 5,16,1284
2,Truthful Competitor 5,17,1297
2,Truthful Competitor 5,18,1258
2,Truthful Competitor 5,19,1264
2,Truthful Competitor 5,20,1205
2,Truthful Competitor 5,21,1209
2,Truthful Competitor 5,22,1274
2,Truthful Competitor 5,23,1227
2,Truthful Competitor 5,24,1168
2,Truthful Competitor 6,0,2
2,Truthful Competitor 6,1,214
2,Truthful Competitor 6,2,0
2,Truthful Competitor 6,3,0
2,Truthful Competitor 6,4,0
2,Truthful Competitor 6,5,0
2,Truthful Competitor 6,6,0
2,Truthful Competitor 6,7,0
2,Truthful Competitor 6,8,0
2,Truthful Competitor 6,9,0
2,Truthful Competitor 6,10,0
2,Truthful Competitor 6,11,0
2,Truthful Competitor 6,12,0
2,Truthful Competitor 6,13,0
2,Truthful Competitor 6,14,0
2,Truthful Competitor 6,15,0
2,Truthful Competitor 6,16,0
2,Truthful Competitor 6,17,0
2,Truthful Competitor 6,18,0
2,Truthful Competitor 6,19,0
2,Truthful Competitor 6,20,0
2,Truthful Competitor 6,21,0
2,Truthful Competitor 6,22,0
2,Truthful Competitor 6,23,0
2,Truthful Competitor 6,24,0
2,Truthful Competitor 7,0,288
2,Truthful Competitor 7,1,8641
2,Truthful Competitor 7,2,9243
2,Truthful Competitor 7,3,8663
2,Truthful Competitor 7,4,8682
2,Truthful Competitor 7,5,8738
2,Truthful Competitor 7,6,8821
2,Truthful Competitor 7,7,8686
2,Truthful Competitor 7,8,8853
2,Truthful Competitor 7,9,8739
2,Truthful Competitor 7,10,8732
2,Truthful Competitor 7,11,8742
2,Truthful Competitor 7,12,8452
2,Truthful Competitor 7,13,8757
2,Truthful Competitor 7,14,8734
2,Truthful Competitor 7,15,8760
2,Truthful Competitor 7,16,8615
2,Truthful Competitor 7,17,8623
2,Truthful Competitor 7,18,8742
2,Truthful Competitor 7,19,8791
2,Truthful Competitor 7,20,8857
2,Truthful Competitor 7,21,8609
2,Truthful Competitor 7,22,8556
2,Truthful Competitor 7,23,8543
2,Truthful Competitor 7,24,8590
2,Truthful Competitor 8,0,11
2,Truthful Competitor 8,1,621
2,Truthful Competitor 8,2,1748
2,Truthful Competitor 8,3,1712
2,Truthful Competitor 8,4,1684
2,Truthful Competitor 8,5,1649
2,Truthful Competitor 8,6,1524
2,Truthful Competitor 8,7,1665
2,Truthful Competitor 8,8,1657
2,Truthful Competitor 8,9,1598
2,Truthful Competitor 8,10,1661
2,Truthful Competitor 8,11,1804
2,Truthful Competitor 8,12,1746
2,Truthful Competitor 8,13,1647
2,Truthful Competitor 8,14,1622
2,Truthful Competitor 8,15,1691
2,Truthful Competitor 8,16,1655
2,Truthful Competitor 8,17,1722
2,Truthful Competitor 8,18,1634
2,Truthful Competitor 8,19,1609
2,Truthful Competitor 8,20,1671
2,Truthful Competitor 8,21,1621
2,Truthful Competitor 8,22,1532
2,Truthful Competitor 8,23,1635
2,Truthful Competitor 8,24,1694
2,Truthful Competitor 9,0,647
2,Truthful Competitor 9,1,856
2,Truthful Competitor 9,2,65
2,Truthful Competitor 9,3,57
2,Truthful Competitor 9,4,102
2,Truthful Competitor 9,5,63
2,Truthful Competitor 9,6,59
2,Truthful Competitor 9,7,52
2,Truthful Competitor 9,8,75
2,Truthful Competitor 9,9,109
2,Truthful Competitor 9,10,84
2,Truthful Competitor 9,11,141
2,Truthful Competitor 9,12,78
2,Truthful Competitor 9,13,129
2,Truthful Competitor 9,14,144
2,Truthful Competitor 9,15,110
