Run,Agent,Iteration,CVR
0,PPO Bidder - Net Utility 1,0,0.07232704402515723
0,PPO Bidder - Net Utility 1,1,0.10031939605110336
0,PPO Bidder - Net Utility 1,2,0.09590071455434374
0,PPO Bidder - Net Utility 1,3,0.10372565622353937
0,PPO Bidder - Net Utility 1,4,0.10269421287906247
0,PPO Bidder - Net Utility 1,5,0.09248695230003641
0,PPO Bidder - Net Utility 1,6,0.10532615200478755
0,PPO Bidder - Net Utility 1,7,0.10272011453113815
0,PPO Bidder - Net Utility 1,8,0.10118406889128095
0,PPO Bidder - Net Utility 1,9,0.09663763909046928
0,PPO Bidder - Net Utility 1,10,0.10096035459246491
0,PPO Bidder - Net Utility 1,11,0.09735794426348172
0,PPO Bidder - Net Utility 1,12,0.10442008912441286
0,PPO Bidder - Net Utility 1,13,0.09434860202260559
0,PPO Bidder - Net Utility 1,14,0.09987775061124694
0,PPO Bidder - Net Utility 1,15,0.10418821096173733
0,PPO Bidder - Net Utility 1,16,0.0999614544520108
0,PPO Bidder - Net Utility 1,17,0.10272563641038827
0,PPO Bidder - Net Utility 1,18,0.10017530678687704
0,PPO Bidder - Net Utility 1,19,0.10602622289460413
0,PPO Bidder - Net Utility 1,20,0.10265327150953117
0,PPO Bidder - Net Utility 1,21,0.10188487009679063
0,PPO Bidder - Net Utility 1,22,0.09580447000392106
0,PPO Bidder - Net Utility 1,23,0.09798693507532329
0,PPO Bidder - Net Utility 1,24,0.09603501544799176
0,Truthful Competitor 2,0,0.08717948717948718
0,Truthful Competitor 2,1,0.09923409923409923
0,Truthful Competitor 2,2,0.10818608005769924
0,Truthful Competitor 2,3,0.10542844324809332
0,Truthful Competitor 2,4,0.09973251815055408
0,Truthful Competitor 2,5,0.10205607476635514
0,Truthful Competitor 2,6,0.1005586592178771
0,Truthful Competitor 2,7,0.10339256865912763
0,Truthful Competitor 2,8,0.1040255081705859
0,Truthful Competitor 2,9,0.09499263622974963
0,Truthful Competitor 2,10,0.10071942446043165
0,Truthful Competitor 2,11,0.10651110274745954
0,Truthful Competitor 2,12,0.1018895887365691
0,Truthful Competitor 2,13,0.10056497175141244
0,Truthful Competitor 2,14,0.10706235912847484
0,Truthful Competitor 2,15,0.10625
0,Truthful Competitor 2,16,0.09428246876183263
0,Truthful Competitor 2,17,0.09001883239171375
0,Truthful Competitor 2,18,0.08830022075055188
0,Truthful Competitor 2,19,0.0978058757902566
0,Truthful Competitor 2,20,0.09628812936420433
0,Truthful Competitor 2,21,0.09787556904400607
0,Truthful Competitor 2,22,0.10233592880978866
0,Truthful Competitor 2,23,0.09939220593493028
0,Truthful Competitor 2,24,0.09474076837001119
0,Truthful Competitor 3,0,0.09436028472348969
0,Truthful Competitor 3,1,0.08894702419882276
0,Truthful Competitor 3,2,0.1053529537214758
0,Truthful Competitor 3,3,0.09766666666666667
0,Truthful Competitor 3,4,0.09590472210614291
0,Truthful Competitor 3,5,0.0986869970351546
0,Truthful Competitor 3,6,0.10250374491761181
0,Truthful Competitor 3,7,0.10427750585230901
0,Truthful Competitor 3,8,0.10339018740787534
0,Truthful Competitor 3,9,0.0997624703087886
0,Truthful Competitor 3,10,0.09583510412239694
0,Truthful Competitor 3,11,0.09968186638388123
0,Truthful Competitor 3,12,0.09384548232213008
0,Truthful Competitor 3,13,0.09569798068481124
0,Truthful Competitor 3,14,0.0954623287671233
0,Truthful Competitor 3,15,0.09627866724361749
0,Truthful Competitor 3,16,0.09200863930885529
0,Truthful Competitor 3,17,0.09956896551724138
0,Truthful Competitor 3,18,0.10475983481851771
0,Truthful Competitor 3,19,0.09924324324324324
0,Truthful Competitor 3,20,0.10037484381507705
0,Truthful Competitor 3,21,0.10055154857870174
0,Truthful Competitor 3,22,0.10277717034769299
0,Truthful Competitor 3,23,0.09917179868337227
0,Truthful Competitor 3,24,0.10086333965045273
0,Truthful Competitor 4,0,0.12244897959183673
0,Truthful Competitor 4,1,0.08996088657105607
0,Truthful Competitor 4,2,0.09686003193187866
0,Truthful Competitor 4,3,0.09829059829059829
0,Truthful Competitor 4,4,0.10292682926829268
0,Truthful Competitor 4,5,0.11164581328200192
0,Truthful Competitor 4,6,0.09645464025026068
0,Truthful Competitor 4,7,0.09873949579831932
0,Truthful Competitor 4,8,0.0976116303219107
0,Truthful Competitor 4,9,0.10292580982236155
0,Truthful Competitor 4,10,0.10928061504667765
0,Truthful Competitor 4,11,0.10152838427947598
0,Truthful Competitor 4,12,0.10015174506828528
0,Truthful Competitor 4,13,0.08791801510248112
0,Truthful Competitor 4,14,0.09349173553719008
0,Truthful Competitor 4,15,0.09123711340206185
0,Truthful Competitor 4,16,0.0937980522808816
0,Truthful Competitor 4,17,0.10506863780359028
0,Truthful Competitor 4,18,0.10809426229508197
0,Truthful Competitor 4,19,0.09151670951156812
0,Truthful Competitor 4,20,0.08665966386554622
0,Truthful Competitor 4,21,0.09875259875259876
0,Truthful Competitor 4,22,0.10432033719704953
0,Truthful Competitor 4,23,0.10104712041884817
0,Truthful Competitor 4,24,0.1156852527357999
0,Truthful Competitor 5,0,0.11599099099099099
0,Truthful Competitor 5,1,0.099002849002849
0,Truthful Competitor 5,2,0.10646900269541779
0,Truthful Competitor 5,3,0.10320284697508897
0,Truthful Competitor 5,4,0.10743243243243243
0,Truthful Competitor 5,5,0.10448760884125921
0,Truthful Competitor 5,6,0.09859154929577464
0,Truthful Competitor 5,7,0.10136592379583034
0,Truthful Competitor 5,8,0.09874826147426982
0,Truthful Competitor 5,9,0.10507757404795487
0,Truthful Competitor 5,10,0.09738884968242767
0,Truthful Competitor 5,11,0.11033028812368235
0,Truthful Competitor 5,12,0.11834733893557423
0,Truthful Competitor 5,13,0.09872159090909091
0,Truthful Competitor 5,14,0.09042904290429044
0,Truthful Competitor 5,15,0.0959792477302205
0,Truthful Competitor 5,16,0.09560723514211886
0,Truthful Competitor 5,17,0.09819121447028424
0,Truthful Competitor 5,18,0.100990099009901
0,Truthful Competitor 5,19,0.10726408689748812
0,Truthful Competitor 5,20,0.10046573519627412
0,Truthful Competitor 5,21,0.09389067524115756
0,Truthful Competitor 5,22,0.09302325581395349
0,Truthful Competitor 5,23,0.0848822800495663
0,Truthful Competitor 5,24,0.10366624525916561
0,Truthful Competitor 6,0,0.18181818181818182
0,Truthful Competitor 6,1,0.07092198581560284
0,Truthful Competitor 6,2,0.07739938080495357
0,Truthful Competitor 6,3,0.11065573770491803
0,Truthful Competitor 6,4,0.10583941605839416
0,Truthful Competitor 6,5,0.1111111111111111
0,Truthful Competitor 6,6,0.12244897959183673
0,Truthful Competitor 6,7,0.11363636363636363
0,Truthful Competitor 6,8,0.10703363914373089
0,Truthful Competitor 6,9,0.12297734627831715
0,Truthful Competitor 6,10,0.13095238095238096
0,Truthful Competitor 6,11,0.10507246376811594
0,Truthful Competitor 6,12,0.11428571428571428
0,Truthful Competitor 6,13,0.08561643835616438
0,Truthful Competitor 6,14,0.09880239520958084
0,Truthful Competitor 6,15,0.13881748071979436
0,Truthful Competitor 6,16,0.116991643454039
0,Truthful Competitor 6,17,0.10227272727272728
0,Truthful Competitor 6,18,0.10031347962382445
0,Truthful Competitor 6,19,0.09225092250922509
0,Truthful Competitor 6,20,0.11923076923076924
0,Truthful Competitor 6,21,0.08582089552238806
0,Truthful Competitor 6,22,0.11272727272727273
0,Truthful Competitor 6,23,0.09966777408637874
0,Truthful Competitor 6,24,0.09337349397590361
0,Truthful Competitor 7,0,0.12962962962962962
0,Truthful Competitor 7,1,0.09921017145058755
0,Truthful Competitor 7,2,0.09969019694622704
0,Truthful Competitor 7,3,0.09715007721465675
0,Truthful Competitor 7,4,0.10250338294993235
0,Truthful Competitor 7,5,0.09316770186335403
0,Truthful Competitor 7,6,0.09929561463303795
0,Truthful Competitor 7,7,0.10100783874580067
0,Truthful Competitor 7,8,0.09426183844011142
0,Truthful Competitor 7,9,0.1045222788738639
0,Truthful Competitor 7,10,0.0935523249361891
0,Truthful Competitor 7,11,0.0972899421703141
0,Truthful Competitor 7,12,0.10117252931323283
0,Truthful Competitor 7,13,0.10270512964418005
0,Truthful Competitor 7,14,0.09784188750978419
0,Truthful Competitor 7,15,0.104882660438216
0,Truthful Competitor 7,16,0.09910813823857302
0,Truthful Competitor 7,17,0.09694049086630058
0,Truthful Competitor 7,18,0.09916354831609069
0,Truthful Competitor 7,19,0.10292149866190901
0,Truthful Competitor 7,20,0.10149994361114244
0,Truthful Competitor 7,21,0.10118577075098814
0,Truthful Competitor 7,22,0.10323886639676114
0,Truthful Competitor 7,23,0.10019137678712146
0,Truthful Competitor 7,24,0.10304449648711944
0,Truthful Competitor 8,0,0.12598425196850394
0,Truthful Competitor 8,1,0.09916492693110647
0,Truthful Competitor 8,2,0.10608913998744507
0,Truthful Competitor 8,3,0.10602094240837696
0,Truthful Competitor 8,4,0.1015625
0,Truthful Competitor 8,5,0.10655195234943746
0,Truthful Competitor 8,6,0.10304878048780487
0,Truthful Competitor 8,7,0.09591704471808166
0,Truthful Competitor 8,8,0.0959792477302205
0,Truthful Competitor 8,9,0.10049191848208011
0,Truthful Competitor 8,10,0.0985254691689008
0,Truthful Competitor 8,11,0.10837118754055808
0,Truthful Competitor 8,12,0.10695187165775401
0,Truthful Competitor 8,13,0.10168471720818291
0,Truthful Competitor 8,14,0.10265924551638837
0,Truthful Competitor 8,15,0.09102167182662539
0,Truthful Competitor 8,16,0.10402476780185758
0,Truthful Competitor 8,17,0.09885057471264368
0,Truthful Competitor 8,18,0.0929944203347799
0,Truthful Competitor 8,19,0.1102502979737783
0,Truthful Competitor 8,20,0.10398098633392751
0,Truthful Competitor 8,21,0.09119696010132995
0,Truthful Competitor 8,22,0.09627879503839339
0,Truthful Competitor 8,23,0.09248913718187461
0,Truthful Competitor 8,24,0.09057971014492754
0,Truthful Competitor 9,0,0.14705882352941177
0,Truthful Competitor 9,1,0.0
0,Truthful Competitor 9,2,0.0
0,Truthful Competitor 9,3,0.09688264058679706
0,Truthful Competitor 9,4,0.10344827586206896
0,Truthful Competitor 9,5,0.10638297872340426
0,Truthful Competitor 9,6,0.09523809523809523
0,Truthful Competitor 9,7,0.1206896551724138
0,Truthful Competitor 9,8,0.06578947368421052
0,Truthful Competitor 9,9,0.08333333333333333
0,Truthful Competitor 9,10,0.15
0,Truthful Competitor 9,11,0.03333333333333333
0,Truthful Competitor 9,12,0.09219858156028368
0,Truthful Competitor 9,13,0.16483516483516483
0,Truthful Competitor 9,14,0.09090909090909091
0,Truthful Competitor 9,15,0.07547169811320754
0,Truthful Competitor 9,16,0.11242603550295859
0,Truthful Competitor 9,17,0.16891891891891891
0,Truthful Competitor 9,18,0.07964601769911504
0,Truthful Competitor 9,19,0.08653846153846154
0,Truthful Competitor 9,20,0.06756756756756757
0,Truthful Competitor 9,21,0.06796116504854369
0,Truthful Competitor 9,22,0.07857142857142857
0,Truthful Competitor 9,23,0.10655737704918032
0,Truthful Competitor 9,24,0.12048192771084337
0,Truthful Competitor 10,0,0.08608058608058608
0,Truthful Competitor 10,1,0.09401709401709402
0,Truthful Competitor 10,2,0.11428571428571428
0,Truthful Competitor 10,3,0.09523809523809523
0,Truthful Competitor 10,4,0.12921348314606743
0,Truthful Competitor 10,5,0.10160427807486631
0,Truthful Competitor 10,6,0.11904761904761904
0,Truthful Competitor 10,7,0.09777777777777778
0,Truthful Competitor 10,8,0.09202453987730061
0,Truthful Competitor 10,9,0.12444444444444444
0,Truthful Competitor 10,10,0.09863945578231292
0,Truthful Competitor 10,11,0.08056872037914692
0,Truthful Competitor 10,12,0.09004739336492891
0,Truthful Competitor 10,13,0.06629834254143646
0,Truthful Competitor 10,14,0.0872093023255814
0,Truthful Competitor 10,15,0.08064516129032258
0,Truthful Competitor 10,16,0.10945273631840796
0,Truthful Competitor 10,17,0.06635071090047394
0,Truthful Competitor 10,18,0.11578947368421053
0,Truthful Competitor 10,19,0.09565217391304348
0,Truthful Competitor 10,20,0.1073170731707317
0,Truthful Competitor 10,21,0.08860759493670886
0,Truthful Competitor 10,22,0.0963855421686747
0,Truthful Competitor 10,23,0.09895833333333333
0,Truthful Competitor 10,24,0.1319796954314721
0,Truthful Competitor 11,0,0.09460105112279026
0,Truthful Competitor 11,1,0.10217113665389528
0,Truthful Competitor 11,2,0.10492178557802366
0,Truthful Competitor 11,3,0.08959537572254335
0,Truthful Competitor 11,4,0.10177514792899409
0,Truthful Competitor 11,5,0.08809891808346214
0,Truthful Competitor 11,6,0.10584084672677381
0,Truthful Competitor 11,7,0.09947839046199702
0,Truthful Competitor 11,8,0.10892586989409984
0,Truthful Competitor 11,9,0.0898379970544919
0,Truthful Competitor 11,10,0.09371633752244166
0,Truthful Competitor 11,11,0.10832383124287344
0,Truthful Competitor 11,12,0.10055205047318612
0,Truthful Competitor 11,13,0.10625470987189148
0,Truthful Competitor 11,14,0.10210876803551609
0,Truthful Competitor 11,15,0.10451761102603369
0,Truthful Competitor 11,16,0.10558530986993114
0,Truthful Competitor 11,17,0.10326295585412668
0,Truthful Competitor 11,18,0.08897338403041825
0,Truthful Competitor 11,19,0.09818322381136452
0,Truthful Competitor 11,20,0.11424276587748966
0,Truthful Competitor 11,21,0.09969673995451099
0,Truthful Competitor 11,22,0.10201042442293373
0,Truthful Competitor 11,23,0.10483558994197292
0,Truthful Competitor 11,24,0.09602518693427785
1,PPO Bidder - Net Utility 1,0,0.0
1,PPO Bidder - Net Utility 1,1,0.11214953271028037
1,PPO Bidder - Net Utility 1,2,0.10134030728996404
1,PPO Bidder - Net Utility 1,3,0.10047570996107828
1,PPO Bidder - Net Utility 1,4,0.09608587511454379
1,PPO Bidder - Net Utility 1,5,0.10111485610578169
1,PPO Bidder - Net Utility 1,6,0.09663648124191462
1,PPO Bidder - Net Utility 1,7,0.09526759167492567
1,PPO Bidder - Net Utility 1,8,0.09496723135897119
1,PPO Bidder - Net Utility 1,9,0.09280601722673784
1,PPO Bidder - Net Utility 1,10,0.1009621239800268
1,PPO Bidder - Net Utility 1,11,0.1032824335697968
1,PPO Bidder - Net Utility 1,12,0.10112359550561797
1,PPO Bidder - Net Utility 1,13,0.1019123411331512
1,PPO Bidder - Net Utility 1,14,0.10101250744490768
1,PPO Bidder - Net Utility 1,15,0.10513418903150525
1,PPO Bidder - Net Utility 1,16,0.10084033613445378
1,PPO Bidder - Net Utility 1,17,0.10236502627806976
1,PPO Bidder - Net Utility 1,18,0.10181159420289855
1,PPO Bidder - Net Utility 1,19,0.0983408017439748
1,PPO Bidder - Net Utility 1,20,0.10207715133531158
1,PPO Bidder - Net Utility 1,21,0.0963683835746499
1,PPO Bidder - Net Utility 1,22,0.1021854695806261
1,PPO Bidder - Net Utility 1,23,0.09894250638142701
1,PPO Bidder - Net Utility 1,24,0.09745359352689195
1,Truthful Competitor 2,0,0.09259259259259259
1,Truthful Competitor 2,1,0.09534510433386838
1,Truthful Competitor 2,2,0.09166155732679337
1,Truthful Competitor 2,3,0.10146908097027674
1,Truthful Competitor 2,4,0.10402455661664393
1,Truthful Competitor 2,5,0.11282616685042264
1,Truthful Competitor 2,6,0.10230179028132992
1,Truthful Competitor 2,7,0.09617526921648718
1,Truthful Competitor 2,8,0.0866081648225868
1,Truthful Competitor 2,9,0.10228509249183895
1,Truthful Competitor 2,10,0.10003534817956876
1,Truthful Competitor 2,11,0.08987108655616943
1,Truthful Competitor 2,12,0.09569377990430622
1,Truthful Competitor 2,13,0.11056042699199391
1,Truthful Competitor 2,14,0.09488481062085123
1,Truthful Competitor 2,15,0.09251598345242572
1,Truthful Competitor 2,16,0.10966340933767643
1,Truthful Competitor 2,17,0.0987108655616943
1,Truthful Competitor 2,18,0.09345794392523364
1,Truthful Competitor 2,19,0.10451045104510451
1,Truthful Competitor 2,20,0.0989010989010989
1,Truthful Competitor 2,21,0.10638297872340426
1,Truthful Competitor 2,22,0.0963944076526858
1,Truthful Competitor 2,23,0.10138248847926268
1,Truthful Competitor 2,24,0.09836674090571641
1,Truthful Competitor 3,0,0.0875
1,Truthful Competitor 3,1,0.10190217391304347
1,Truthful Competitor 3,2,0.09911102704747494
1,Truthful Competitor 3,3,0.10111675126903553
1,Truthful Competitor 3,4,0.10004230118443316
