Run,Agent,Iteration,Total Sales Revenue
0,PPO Bidder - Net Utility 1,0,460.0
0,PPO Bidder - Net Utility 1,1,13820.0
0,PPO Bidder - Net Utility 1,2,15300.0
0,PPO Bidder - Net Utility 1,3,14700.0
0,PPO Bidder - Net Utility 1,4,17000.0
0,PPO Bidder - Net Utility 1,5,15240.0
0,PPO Bidder - Net Utility 1,6,17600.0
0,PPO Bidder - Net Utility 1,7,17220.0
0,PPO Bidder - Net Utility 1,8,16920.0
0,PPO Bidder - Net Utility 1,9,15980.0
0,PPO Bidder - Net Utility 1,10,16400.0
0,PPO Bidder - Net Utility 1,11,16140.0
0,PPO Bidder - Net Utility 1,12,17340.0
0,PPO Bidder - Net Utility 1,13,15860.0
0,PPO Bidder - Net Utility 1,14,16340.0
0,PPO Bidder - Net Utility 1,15,16120.0
0,PPO Bidder - Net Utility 1,16,15560.0
0,PPO Bidder - Net Utility 1,17,15980.0
0,PPO Bidder - Net Utility 1,18,16000.0
0,PPO Bidder - Net Utility 1,19,16820.0
0,PPO Bidder - Net Utility 1,20,15940.0
0,PPO Bidder - Net Utility 1,21,16000.0
0,PPO Bidder - Net Utility 1,22,14660.0
0,PPO Bidder - Net Utility 1,23,14700.0
0,PPO Bidder - Net Utility 1,24,14920.0
0,Truthful Competitor 2,0,340.0
0,Truthful Competitor 2,1,5960.0
0,Truthful Competitor 2,2,6000.0
0,Truthful Competitor 2,3,4700.0
0,Truthful Competitor 2,4,5220.0
0,Truthful Competitor 2,5,5460.0
0,Truthful Competitor 2,6,5040.0
0,Truthful Competitor 2,7,5120.0
0,Truthful Competitor 2,8,5220.0
0,Truthful Competitor 2,9,5160.0
0,Truthful Competitor 2,10,5320.0
0,Truthful Competitor 2,11,5660.0
0,Truthful Competitor 2,12,5500.0
0,Truthful Competitor 2,13,5340.0
0,Truthful Competitor 2,14,5700.0
0,Truthful Competitor 2,15,5780.0
0,Truthful Competitor 2,16,4980.0
0,Truthful Competitor 2,17,4780.0
0,Truthful Competitor 2,18,4800.0
0,Truthful Competitor 2,19,5260.0
0,Truthful Competitor 2,20,5240.0
0,Truthful Competitor 2,21,5160.0
0,Truthful Competitor 2,22,5520.0
0,Truthful Competitor 2,23,5560.0
0,Truthful Competitor 2,24,5080.0
0,Truthful Competitor 3,0,10340.0
0,Truthful Competitor 3,1,8160.0
0,Truthful Competitor 3,2,9880.0
0,Truthful Competitor 3,3,5860.0
0,Truthful Competitor 3,4,9180.0
