Run,Agent,Iteration,ACoS
0,Truthful Oracle 1,0,0.07984964962894218
0,Truthful Oracle 1,1,0.09567516112376107
0,Truthful Oracle 1,2,0.06545928017724294
0,Truthful Oracle 1,3,0.056936145324739805
0,Truthful Oracle 1,4,0.06508267050467241
0,Truthful Oracle 1,5,0.07505248225272482
0,Truthful Oracle 1,6,0.0783511042564417
0,Truthful Oracle 1,7,0.06803084883379724
0,Truthful Oracle 1,8,0.08032576958280381
0,Truthful Oracle 1,9,0.07277465973802827
0,Truthful Oracle 1,10,0.0701856545883225
0,Truthful Oracle 1,11,0.07162772363574273
0,Truthful Oracle 1,12,0.09208751769657308
0,Truthful Oracle 1,13,0.0727074379572642
0,Truthful Oracle 1,14,0.07625200507470441
0,Truthful Oracle 1,15,0.08016070572043854
0,Truthful Oracle 1,16,0.08218914915861111
0,Truthful Oracle 1,17,0.08226448541319803
0,Truthful Oracle 1,18,0.06093012976373582
0,Truthful Oracle 1,19,0.08821511074535322
0,Truthful Oracle 2,0,0.07336587899171201
0,Truthful Oracle 2,1,0.06949745176706373
0,Truthful Oracle 2,2,0.06912450203512135
0,Truthful Oracle 2,3,0.08233727110050848
0,Truthful Oracle 2,4,0.06546060010600616
0,Truthful Oracle 2,5,0.09347071312327904
0,Truthful Oracle 2,6,0.06975305663782516
0,Truthful Oracle 2,7,0.09260874967695629
0,Truthful Oracle 2,8,0.06007716253923113
0,Truthful Oracle 2,9,0.0710940577482317
0,Truthful Oracle 2,10,0.07267124091814217
0,Truthful Oracle 2,11,0.09214229979806673
0,Truthful Oracle 2,12,0.06712718918851597
0,Truthful Oracle 2,13,0.093193289737325
0,Truthful Oracle 2,14,0.07835444933687637
0,Truthful Oracle 2,15,0.08205628931809214
0,Truthful Oracle 2,16,0.0868536182228857
0,Truthful Oracle 2,17,0.06097689554921513
0,Truthful Oracle 2,18,0.07243866167151562
0,Truthful Oracle 2,19,0.0721678380377225
0,Truthful Oracle 3,0,0.06582580997034124
0,Truthful Oracle 3,1,0.059468588751232225
0,Truthful Oracle 3,2,0.07533651669995531
0,Truthful Oracle 3,3,0.0734285408517662
0,Truthful Oracle 3,4,0.06833304837424393
0,Truthful Oracle 3,5,0.05732368876516133
0,Truthful Oracle 3,6,0.04922684898806331
0,Truthful Oracle 3,7,0.057622609971004685
0,Truthful Oracle 3,8,0.0649142365115048
0,Truthful Oracle 3,9,0.07184349562439671
0,Truthful Oracle 3,10,0.06595215234058206
0,Truthful Oracle 3,11,0.07888702274225644
0,Truthful Oracle 3,12,0.0564104403446994
0,Truthful Oracle 3,13,0.07189266654864249
0,Truthful Oracle 3,14,0.06846955705330472
0,Truthful Oracle 3,15,0.06961403596214803
0,Truthful Oracle 3,16,0.08099653609312212
0,Truthful Oracle 3,17,0.06810602383099287
0,Truthful Oracle 3,18,0.06260578790786603
0,Truthful Oracle 3,19,0.06022094073134931
0,Truthful Oracle 4,0,0.0832513137625744
0,Truthful Oracle 4,1,0.08419899084448963
0,Truthful Oracle 4,2,0.07830456446132693
0,Truthful Oracle 4,3,0.08089085069410004
0,Truthful Oracle 4,4,0.07802818813731079
0,Truthful Oracle 4,5,0.06438816033710575
0,Truthful Oracle 4,6,0.06584905205414347
0,Truthful Oracle 4,7,0.06911535588133795
0,Truthful Oracle 4,8,0.07839883690057699
0,Truthful Oracle 4,9,0.07715189855789473
0,Truthful Oracle 4,10,0.06909091734230327
0,Truthful Oracle 4,11,0.07660500915889891
0,Truthful Oracle 4,12,0.07276877483114129
0,Truthful Oracle 4,13,0.08140073310674242
0,Truthful Oracle 4,14,0.0661583377397712
0,Truthful Oracle 4,15,0.06824250323135131
0,Truthful Oracle 4,16,0.07348951049683358
0,Truthful Oracle 4,17,0.07666030691493698
0,Truthful Oracle 4,18,0.07754406050064416
0,Truthful Oracle 4,19,0.07231189236949175
0,Truthful Oracle 5,0,0.07027313440574351
0,Truthful Oracle 5,1,0.07582387867835277
0,Truthful Oracle 5,2,0.06415940535795324
0,Truthful Oracle 5,3,0.06308689308091898
0,Truthful Oracle 5,4,0.06300875589874742
0,Truthful Oracle 5,5,0.061515746162509585
0,Truthful Oracle 5,6,0.07329978104817048
0,Truthful Oracle 5,7,0.05867618459038179
0,Truthful Oracle 5,8,0.06986552361370864
0,Truthful Oracle 5,9,0.06996752249783691
0,Truthful Oracle 5,10,0.0811051029958749
0,Truthful Oracle 5,11,0.07129115724103004
0,Truthful Oracle 5,12,0.06955070501911181
0,Truthful Oracle 5,13,0.07416193339009164
0,Truthful Oracle 5,14,0.05991610506326372
0,Truthful Oracle 5,15,0.06757256071019217
0,Truthful Oracle 5,16,0.0634922072067563
0,Truthful Oracle 5,17,0.06008894136273601
0,Truthful Oracle 5,18,0.07655219261762927
0,Truthful Oracle 5,19,0.0686770361216183
0,Truthful Oracle 6,0,0.0657400806018061
0,Truthful Oracle 6,1,0.07390088026368632
0,Truthful Oracle 6,2,0.08422659636792089
0,Truthful Oracle 6,3,0.06870058834501389
0,Truthful Oracle 6,4,0.06746172104569788
0,Truthful Oracle 6,5,0.0756004403206292
0,Truthful Oracle 6,6,0.07418326532117583
0,Truthful Oracle 6,7,0.07233742029700006
0,Truthful Oracle 6,8,0.09820528936173882
0,Truthful Oracle 6,9,0.06352888971582124
0,Truthful Oracle 6,10,0.07374741939644673
0,Truthful Oracle 6,11,0.08737023930220435
0,Truthful Oracle 6,12,0.0848739485472432
0,Truthful Oracle 6,13,0.08327517270695221
0,Truthful Oracle 6,14,0.09493942846578346
0,Truthful Oracle 6,15,0.09775900986222298
0,Truthful Oracle 6,16,0.08299267023416666
0,Truthful Oracle 6,17,0.06736973288848234
0,Truthful Oracle 6,18,0.07276142891150013
0,Truthful Oracle 6,19,0.07085272626085577
1,Truthful Oracle 1,0,0.09088792340906082
1,Truthful Oracle 1,1,0.07355896802585943
1,Truthful Oracle 1,2,0.08769511158979117
1,Truthful Oracle 1,3,0.07041481462299098
1,Truthful Oracle 1,4,0.06975353082662758
1,Truthful Oracle 1,5,0.0631676866799238
1,Truthful Oracle 1,6,0.07788423965423916
1,Truthful Oracle 1,7,0.09522411292309212
1,Truthful Oracle 1,8,0.06340736873859641
1,Truthful Oracle 1,9,0.08252332059058105
1,Truthful Oracle 1,10,0.0608541025792627
1,Truthful Oracle 1,11,0.07062286454179256
1,Truthful Oracle 1,12,0.07153613400408032
1,Truthful Oracle 1,13,0.08470020470772821
1,Truthful Oracle 1,14,0.06961893813706035
1,Truthful Oracle 1,15,0.08614407383952224
1,Truthful Oracle 1,16,0.07648567710365034
1,Truthful Oracle 1,17,0.06588852952587512
1,Truthful Oracle 1,18,0.07946949768219833
1,Truthful Oracle 1,19,0.0613105560082671
1,Truthful Oracle 2,0,0.08051674446504371
1,Truthful Oracle 2,1,0.07726801858824572
1,Truthful Oracle 2,2,0.0945425520684918
1,Truthful Oracle 2,3,0.07244503412455977
