Run,Agent,Iteration,Total Clicks
0,PPO Bidder - Gross Utility 1,0,1523
0,PPO Bidder - Gross Utility 1,1,8263
0,PPO Bidder - Gross Utility 1,2,10865
0,PPO Bidder - Gross Utility 1,3,10919
0,PPO Bidder - Gross Utility 1,4,10843
0,PPO Bidder - Gross Utility 1,5,10639
0,PPO Bidder - Gross Utility 1,6,10472
0,PPO Bidder - Gross Utility 1,7,10502
0,PPO Bidder - Gross Utility 1,8,10540
0,PPO Bidder - Gross Utility 1,9,10534
0,PPO Bidder - Gross Utility 1,10,10475
0,PPO Bidder - Gross Utility 1,11,10655
0,PPO Bidder - Gross Utility 1,12,10427
0,PPO Bidder - Gross Utility 1,13,10731
0,PPO Bidder - Gross Utility 1,14,10759
0,PPO Bidder - Gross Utility 1,15,10725
0,PPO Bidder - Gross Utility 1,16,10652
0,PPO Bidder - Gross Utility 1,17,10565
0,PPO Bidder - Gross Utility 1,18,10618
0,PPO Bidder - Gross Utility 1,19,10780
0,PPO Bidder - Gross Utility 1,20,10674
0,PPO Bidder - Gross Utility 1,21,10729
0,PPO Bidder - Gross Utility 1,22,10670
0,PPO Bidder - Gross Utility 1,23,10583
0,PPO Bidder - Gross Utility 1,24,10631
0,Truthful Competitor 2,0,10
0,Truthful Competitor 2,1,536
0,Truthful Competitor 2,2,776
0,Truthful Competitor 2,3,636
0,Truthful Competitor 2,4,565
0,Truthful Competitor 2,5,468
0,Truthful Competitor 2,6,460
0,Truthful Competitor 2,7,495
0,Truthful Competitor 2,8,481
0,Truthful Competitor 2,9,420
0,Truthful Competitor 2,10,422
0,Truthful Competitor 2,11,474
0,Truthful Competitor 2,12,482
0,Truthful Competitor 2,13,476
0,Truthful Competitor 2,14,427
0,Truthful Competitor 2,15,500
0,Truthful Competitor 2,16,509
0,Truthful Competitor 2,17,441
0,Truthful Competitor 2,18,468
0,Truthful Competitor 2,19,509
0,Truthful Competitor 2,20,506
0,Truthful Competitor 2,21,437
0,Truthful Competitor 2,22,504
0,Truthful Competitor 2,23,473
0,Truthful Competitor 2,24,555
0,Truthful Competitor 3,0,23
0,Truthful Competitor 3,1,223
0,Truthful Competitor 3,2,949
0,Truthful Competitor 3,3,1310
0,Truthful Competitor 3,4,1221
0,Truthful Competitor 3,5,1145
0,Truthful Competitor 3,6,1230
0,Truthful Competitor 3,7,1255
0,Truthful Competitor 3,8,1312
0,Truthful Competitor 3,9,1356
0,Truthful Competitor 3,10,1199
0,Truthful Competitor 3,11,1286
0,Truthful Competitor 3,12,1178
0,Truthful Competitor 3,13,1215
0,Truthful Competitor 3,14,1092
0,Truthful Competitor 3,15,1209
0,Truthful Competitor 3,16,1187
0,Truthful Competitor 3,17,1361
0,Truthful Competitor 3,18,1429
0,Truthful Competitor 3,19,1264
0,Truthful Competitor 3,20,1201
0,Truthful Competitor 3,21,1180
0,Truthful Competitor 3,22,1183
0,Truthful Competitor 3,23,1115
0,Truthful Competitor 3,24,1202
0,Truthful Competitor 4,0,106
0,Truthful Competitor 4,1,1212
0,Truthful Competitor 4,2,1179
0,Truthful Competitor 4,3,795
0,Truthful Competitor 4,4,768
0,Truthful Competitor 4,5,738
0,Truthful Competitor 4,6,712
0,Truthful Competitor 4,7,736
0,Truthful Competitor 4,8,716
0,Truthful Competitor 4,9,686
0,Truthful Competitor 4,10,726
0,Truthful Competitor 4,11,753
0,Truthful Competitor 4,12,838
0,Truthful Competitor 4,13,857
0,Truthful Competitor 4,14,873
0,Truthful Competitor 4,15,838
0,Truthful Competitor 4,16,767
0,Truthful Competitor 4,17,808
0,Truthful Competitor 4,18,811
0,Truthful Competitor 4,19,749
0,Truthful Competitor 4,20,762
0,Truthful Competitor 4,21,737
0,Truthful Competitor 4,22,691
0,Truthful Competitor 4,23,831
0,Truthful Competitor 4,24,771
0,Truthful Competitor 5,0,5
0,Truthful Competitor 5,1,103
0,Truthful Competitor 5,2,27
0,Truthful Competitor 5,3,133
0,Truthful Competitor 5,4,240
0,Truthful Competitor 5,5,365
0,Truthful Competitor 5,6,365
0,Truthful Competitor 5,7,424
0,Truthful Competitor 5,8,451
0,Truthful Competitor 5,9,477
0,Truthful Competitor 5,10,451
0,Truthful Competitor 5,11,438
0,Truthful Competitor 5,12,468
0,Truthful Competitor 5,13,505
0,Truthful Competitor 5,14,495
0,Truthful Competitor 5,15,388
0,Truthful Competitor 5,16,447
0,Truthful Competitor 5,17,430
0,Truthful Competitor 5,18,465
0,Truthful Competitor 5,19,534
0,Truthful Competitor 5,20,550
0,Truthful Competitor 5,21,564
0,Truthful Competitor 5,22,457
0,Truthful Competitor 5,23,488
0,Truthful Competitor 5,24,482
0,Truthful Competitor 6,0,366
0,Truthful Competitor 6,1,27
0,Truthful Competitor 6,2,4
0,Truthful Competitor 6,3,1
0,Truthful Competitor 6,4,0
0,Truthful Competitor 6,5,0
0,Truthful Competitor 6,6,0
0,Truthful Competitor 6,7,0
0,Truthful Competitor 6,8,0
0,Truthful Competitor 6,9,0
0,Truthful Competitor 6,10,0
0,Truthful Competitor 6,11,0
0,Truthful Competitor 6,12,0
0,Truthful Competitor 6,13,0
0,Truthful Competitor 6,14,0
0,Truthful Competitor 6,15,0
0,Truthful Competitor 6,16,0
0,Truthful Competitor 6,17,0
0,Truthful Competitor 6,18,1
0,Truthful Competitor 6,19,0
0,Truthful Competitor 6,20,0
0,Truthful Competitor 6,21,0
0,Truthful Competitor 6,22,0
0,Truthful Competitor 6,23,0
0,Truthful Competitor 6,24,0
0,Truthful Competitor 7,0,76
0,Truthful Competitor 7,1,1174
0,Truthful Competitor 7,2,5809
0,Truthful Competitor 7,3,5432
0,Truthful Competitor 7,4,5407
0,Truthful Competitor 7,5,5536
0,Truthful Competitor 7,6,5421
0,Truthful Competitor 7,7,5536
0,Truthful Competitor 7,8,5546
0,Truthful Competitor 7,9,5421
0,Truthful Competitor 7,10,5494
0,Truthful Competitor 7,11,5566
0,Truthful Competitor 7,12,5609
0,Truthful Competitor 7,13,5602
0,Truthful Competitor 7,14,5431
0,Truthful Competitor 7,15,5499
0,Truthful Competitor 7,16,5496
0,Truthful Competitor 7,17,5483
0,Truthful Competitor 7,18,5563
0,Truthful Competitor 7,19,5348
0,Truthful Competitor 7,20,5409
0,Truthful Competitor 7,21,5726
0,Truthful Competitor 7,22,5475
0,Truthful Competitor 7,23,5476
0,Truthful Competitor 7,24,5389
0,Truthful Competitor 8,0,48
0,Truthful Competitor 8,1,231
0,Truthful Competitor 8,2,648
0,Truthful Competitor 8,3,657
0,Truthful Competitor 8,4,668
0,Truthful Competitor 8,5,697
0,Truthful Competitor 8,6,853
0,Truthful Competitor 8,7,635
0,Truthful Competitor 8,8,719
0,Truthful Competitor 8,9,785
0,Truthful Competitor 8,10,709
0,Truthful Competitor 8,11,704
0,Truthful Competitor 8,12,631
0,Truthful Competitor 8,13,672
0,Truthful Competitor 8,14,728
0,Truthful Competitor 8,15,686
0,Truthful Competitor 8,16,751
0,Truthful Competitor 8,17,776
0,Truthful Competitor 8,18,704
0,Truthful Competitor 8,19,774
0,Truthful Competitor 8,20,714
0,Truthful Competitor 8,21,618
0,Truthful Competitor 8,22,781
0,Truthful Competitor 8,23,676
0,Truthful Competitor 8,24,945
0,Truthful Competitor 9,0,614
0,Truthful Competitor 9,1,772
0,Truthful Competitor 9,2,6
0,Truthful Competitor 9,3,141
0,Truthful Competitor 9,4,51
0,Truthful Competitor 9,5,85
