Run,Agent,Iteration,Total Sales Revenue
0,PPO Bidder - Gross Utility 1,0,3340.0
0,PPO Bidder - Gross Utility 1,1,16660.0
0,PPO Bidder - Gross Utility 1,2,21400.0
0,PPO Bidder - Gross Utility 1,3,22020.0
0,PPO Bidder - Gross Utility 1,4,22860.0
0,PPO Bidder - Gross Utility 1,5,21340.0
0,PPO Bidder - Gross Utility 1,6,21000.0
0,PPO Bidder - Gross Utility 1,7,21020.0
0,PPO Bidder - Gross Utility 1,8,21200.0
0,PPO Bidder - Gross Utility 1,9,22040.0
0,PPO Bidder - Gross Utility 1,10,22020.0
0,PPO Bidder - Gross Utility 1,11,21680.0
0,PPO Bidder - Gross Utility 1,12,21100.0
0,PPO Bidder - Gross Utility 1,13,20920.0
0,PPO Bidder - Gross Utility 1,14,21940.0
0,PPO Bidder - Gross Utility 1,15,21400.0
0,PPO Bidder - Gross Utility 1,16,20100.0
0,PPO Bidder - Gross Utility 1,17,21380.0
0,PPO Bidder - Gross Utility 1,18,21760.0
0,PPO Bidder - Gross Utility 1,19,21960.0
0,PPO Bidder - Gross Utility 1,20,21440.0
0,PPO Bidder - Gross Utility 1,21,21320.0
0,PPO Bidder - Gross Utility 1,22,22460.0
0,PPO Bidder - Gross Utility 1,23,20360.0
0,PPO Bidder - Gross Utility 1,24,21160.0
0,Truthful Competitor 2,0,20.0
0,Truthful Competitor 2,1,1080.0
0,Truthful Competitor 2,2,1880.0
0,Truthful Competitor 2,3,1140.0
0,Truthful Competitor 2,4,1060.0
0,Truthful Competitor 2,5,1060.0
0,Truthful Competitor 2,6,1000.0
0,Truthful Competitor 2,7,1000.0
0,Truthful Competitor 2,8,760.0
0,Truthful Competitor 2,9,780.0
0,Truthful Competitor 2,10,700.0
0,Truthful Competitor 2,11,820.0
0,Truthful Competitor 2,12,960.0
0,Truthful Competitor 2,13,1080.0
0,Truthful Competitor 2,14,920.0
0,Truthful Competitor 2,15,1000.0
0,Truthful Competitor 2,16,840.0
0,Truthful Competitor 2,17,660.0
0,Truthful Competitor 2,18,1060.0
0,Truthful Competitor 2,19,940.0
0,Truthful Competitor 2,20,980.0
0,Truthful Competitor 2,21,720.0
0,Truthful Competitor 2,22,920.0
0,Truthful Competitor 2,23,1000.0
0,Truthful Competitor 2,24,1400.0
0,Truthful Competitor 3,0,40.0
0,Truthful Competitor 3,1,520.0
0,Truthful Competitor 3,2,1740.0
0,Truthful Competitor 3,3,2380.0
0,Truthful Competitor 3,4,2240.0
0,Truthful Competitor 3,5,2280.0
0,Truthful Competitor 3,6,2300.0
0,Truthful Competitor 3,7,2700.0
0,Truthful Competitor 3,8,2620.0
0,Truthful Competitor 3,9,2520.0
0,Truthful Competitor 3,10,2520.0
0,Truthful Competitor 3,11,3080.0
0,Truthful Competitor 3,12,2580.0
0,Truthful Competitor 3,13,2300.0
0,Truthful Competitor 3,14,2080.0
0,Truthful Competitor 3,15,1900.0
0,Truthful Competitor 3,16,2500.0
0,Truthful Competitor 3,17,2520.0
0,Truthful Competitor 3,18,2760.0
0,Truthful Competitor 3,19,2380.0
0,Truthful Competitor 3,20,2200.0
0,Truthful Competitor 3,21,2140.0
0,Truthful Competitor 3,22,2300.0
0,Truthful Competitor 3,23,2320.0
0,Truthful Competitor 3,24,2420.0
0,Truthful Competitor 4,0,220.0
0,Truthful Competitor 4,1,2400.0
0,Truthful Competitor 4,2,2100.0
0,Truthful Competitor 4,3,1440.0
0,Truthful Competitor 4,4,1440.0
0,Truthful Competitor 4,5,1240.0
0,Truthful Competitor 4,6,1220.0
0,Truthful Competitor 4,7,1400.0
0,Truthful Competitor 4,8,1400.0
0,Truthful Competitor 4,9,1460.0
0,Truthful Competitor 4,10,1340.0
0,Truthful Competitor 4,11,1380.0
0,Truthful Competitor 4,12,1760.0
0,Truthful Competitor 4,13,1920.0
0,Truthful Competitor 4,14,2080.0
0,Truthful Competitor 4,15,1520.0
0,Truthful Competitor 4,16,1520.0
0,Truthful Competitor 4,17,1600.0
0,Truthful Competitor 4,18,1480.0
0,Truthful Competitor 4,19,1760.0
0,Truthful Competitor 4,20,1420.0
0,Truthful Competitor 4,21,1300.0
0,Truthful Competitor 4,22,1500.0
0,Truthful Competitor 4,23,1540.0
0,Truthful Competitor 4,24,1540.0
0,Truthful Competitor 5,0,0.0
0,Truthful Competitor 5,1,120.0
0,Truthful Competitor 5,2,0.0
0,Truthful Competitor 5,3,280.0
0,Truthful Competitor 5,4,620.0
0,Truthful Competitor 5,5,680.0
0,Truthful Competitor 5,6,780.0
0,Truthful Competitor 5,7,720.0
0,Truthful Competitor 5,8,1000.0
0,Truthful Competitor 5,9,800.0
0,Truthful Competitor 5,10,1040.0
0,Truthful Competitor 5,11,740.0
0,Truthful Competitor 5,12,900.0
0,Truthful Competitor 5,13,1060.0
0,Truthful Competitor 5,14,1020.0
0,Truthful Competitor 5,15,580.0
0,Truthful Competitor 5,16,780.0
0,Truthful Competitor 5,17,920.0
0,Truthful Competitor 5,18,840.0
0,Truthful Competitor 5,19,1320.0
0,Truthful Competitor 5,20,880.0
0,Truthful Competitor 5,21,1220.0
0,Truthful Competitor 5,22,940.0
0,Truthful Competitor 5,23,960.0
0,Truthful Competitor 5,24,1060.0
0,Truthful Competitor 6,0,760.0
0,Truthful Competitor 6,1,40.0
0,Truthful Competitor 6,2,0.0
0,Truthful Competitor 6,3,20.0
0,Truthful Competitor 6,4,0.0
0,Truthful Competitor 6,5,0.0
0,Truthful Competitor 6,6,0.0
0,Truthful Competitor 6,7,0.0
0,Truthful Competitor 6,8,0.0
0,Truthful Competitor 6,9,0.0
0,Truthful Competitor 6,10,0.0
0,Truthful Competitor 6,11,0.0
0,Truthful Competitor 6,12,0.0
0,Truthful Competitor 6,13,0.0
0,Truthful Competitor 6,14,0.0
0,Truthful Competitor 6,15,0.0
0,Truthful Competitor 6,16,0.0
0,Truthful Competitor 6,17,0.0
0,Truthful Competitor 6,18,0.0
