Run,Agent,Iteration,Net Utility
0,PPO Bidder - Gross Utility 1,0,-11296.471143887968
0,PPO Bidder - Gross Utility 1,1,4186.37866547968
0,PPO Bidder - Gross Utility 1,2,8256.153240335452
0,PPO Bidder - Gross Utility 1,3,8093.639172615799
0,PPO Bidder - Gross Utility 1,4,7950.575262316165
0,PPO Bidder - Gross Utility 1,5,7371.051033118366
0,PPO Bidder - Gross Utility 1,6,7400.184256147045
0,PPO Bidder - Gross Utility 1,7,7186.433156677455
0,PPO Bidder - Gross Utility 1,8,7392.998191945327
0,PPO Bidder - Gross Utility 1,9,7394.59700088329
0,PPO Bidder - Gross Utility 1,10,7285.856271412312
0,PPO Bidder - Gross Utility 1,11,7570.9380099804785
0,PPO Bidder - Gross Utility 1,12,7190.6141754397895
0,PPO Bidder - Gross Utility 1,13,7650.051946484334
0,PPO Bidder - Gross Utility 1,14,7536.470016769306
0,PPO Bidder - Gross Utility 1,15,7674.581536778144
0,PPO Bidder - Gross Utility 1,16,7427.375360427744
0,PPO Bidder - Gross Utility 1,17,7505.94447381594
0,PPO Bidder - Gross Utility 1,18,7519.799472193663
0,PPO Bidder - Gross Utility 1,19,7560.7069681503535
0,PPO Bidder - Gross Utility 1,20,7432.904702692023
0,PPO Bidder - Gross Utility 1,21,7531.178318089106
0,PPO Bidder - Gross Utility 1,22,7513.0571616004045
0,PPO Bidder - Gross Utility 1,23,7462.9032781557435
0,PPO Bidder - Gross Utility 1,24,7494.176775609383
1,PPO Bidder - Gross Utility 1,0,-1141.86328619991
1,PPO Bidder - Gross Utility 1,1,3999.0121608961927
1,PPO Bidder - Gross Utility 1,2,7785.726180316345
1,PPO Bidder - Gross Utility 1,3,7968.045143365763
1,PPO Bidder - Gross Utility 1,4,7897.581532761352
1,PPO Bidder - Gross Utility 1,5,8016.248201834058
1,PPO Bidder - Gross Utility 1,6,7772.539216551483
1,PPO Bidder - Gross Utility 1,7,7776.828929772958
1,PPO Bidder - Gross Utility 1,8,7428.461715981764
1,PPO Bidder - Gross Utility 1,9,7712.841874767438
1,PPO Bidder - Gross Utility 1,10,7742.599483788398
1,PPO Bidder - Gross Utility 1,11,7884.281084202781
1,PPO Bidder - Gross Utility 1,12,7705.278748287656
1,PPO Bidder - Gross Utility 1,13,7855.685596170258
1,PPO Bidder - Gross Utility 1,14,7636.66227710732
1,PPO Bidder - Gross Utility 1,15,7863.470363584828
1,PPO Bidder - Gross Utility 1,16,7676.849387259262
1,PPO Bidder - Gross Utility 1,17,7453.125845904437
1,PPO Bidder - Gross Utility 1,18,7581.968341337567
1,PPO Bidder - Gross Utility 1,19,7660.30858772434
1,PPO Bidder - Gross Utility 1,20,7666.386085060867
1,PPO Bidder - Gross Utility 1,21,7547.190395749684
1,PPO Bidder - Gross Utility 1,22,7735.159092430391
1,PPO Bidder - Gross Utility 1,23,7457.815725838576
1,PPO Bidder - Gross Utility 1,24,7444.552130629613
2,PPO Bidder - Gross Utility 1,0,-6731.595430086862
2,PPO Bidder - Gross Utility 1,1,6080.92563930904
2,PPO Bidder - Gross Utility 1,2,7615.408793506948
2,PPO Bidder - Gross Utility 1,3,7633.049234918727
2,PPO Bidder - Gross Utility 1,4,7040.195864415371
2,PPO Bidder - Gross Utility 1,5,7279.378487861995
2,PPO Bidder - Gross Utility 1,6,7611.017701519513
2,PPO Bidder - Gross Utility 1,7,7570.081528148263
2,PPO Bidder - Gross Utility 1,8,7334.640659559196
2,PPO Bidder - Gross Utility 1,9,7348.0787267272435
2,PPO Bidder - Gross Utility 1,10,7442.024811777491
2,PPO Bidder - Gross Utility 1,11,7362.713699989337
2,PPO Bidder - Gross Utility 1,12,7562.361618191049
2,PPO Bidder - Gross Utility 1,13,7336.145011855104
