Run,Agent,Iteration,CVR
0,PPO Bidder - Gross Utility 1,0,0.10965200262639527
0,PPO Bidder - Gross Utility 1,1,0.10081084351930292
0,PPO Bidder - Gross Utility 1,2,0.09848136217211229
0,PPO Bidder - Gross Utility 1,3,0.10083340965289862
0,PPO Bidder - Gross Utility 1,4,0.1054136309139537
0,PPO Bidder - Gross Utility 1,5,0.10029138076886926
0,PPO Bidder - Gross Utility 1,6,0.10026737967914438
0,PPO Bidder - Gross Utility 1,7,0.10007617596648258
0,PPO Bidder - Gross Utility 1,8,0.10056925996204934
0,PPO Bidder - Gross Utility 1,9,0.10461363204860452
0,PPO Bidder - Gross Utility 1,10,0.1051073985680191
0,PPO Bidder - Gross Utility 1,11,0.1017362740497419
0,PPO Bidder - Gross Utility 1,12,0.10117962980723123
0,PPO Bidder - Gross Utility 1,13,0.09747460628086851
0,PPO Bidder - Gross Utility 1,14,0.10196114880565109
0,PPO Bidder - Gross Utility 1,15,0.09976689976689977
0,PPO Bidder - Gross Utility 1,16,0.09434847915884341
0,PPO Bidder - Gross Utility 1,17,0.1011831519167061
0,PPO Bidder - Gross Utility 1,18,0.10246750800527406
0,PPO Bidder - Gross Utility 1,19,0.10185528756957328
0,PPO Bidder - Gross Utility 1,20,0.10043095371931797
0,PPO Bidder - Gross Utility 1,21,0.09935688321371983
0,PPO Bidder - Gross Utility 1,22,0.10524835988753514
0,PPO Bidder - Gross Utility 1,23,0.09619200604743457
0,PPO Bidder - Gross Utility 1,24,0.09952027090584141
0,Truthful Competitor 2,0,0.1
0,Truthful Competitor 2,1,0.10074626865671642
0,Truthful Competitor 2,2,0.1211340206185567
0,Truthful Competitor 2,3,0.08962264150943396
0,Truthful Competitor 2,4,0.09380530973451327
0,Truthful Competitor 2,5,0.11324786324786325
0,Truthful Competitor 2,6,0.10869565217391304
0,Truthful Competitor 2,7,0.10101010101010101
0,Truthful Competitor 2,8,0.079002079002079
0,Truthful Competitor 2,9,0.09285714285714286
