Run,Agent,Iteration,Total Conversions
0,PPO Bidder - Gross Utility 1,0,1
0,PPO Bidder - Gross Utility 1,1,759
0,PPO Bidder - Gross Utility 1,2,846
0,PPO Bidder - Gross Utility 1,3,878
0,PPO Bidder - Gross Utility 1,4,945
0,PPO Bidder - Gross Utility 1,5,871
0,PPO Bidder - Gross Utility 1,6,948
0,PPO Bidder - Gross Utility 1,7,939
0,PPO Bidder - Gross Utility 1,8,878
0,PPO Bidder - Gross Utility 1,9,856
0,PPO Bidder - Gross Utility 1,10,929
0,PPO Bidder - Gross Utility 1,11,850
0,PPO Bidder - Gross Utility 1,12,971
0,PPO Bidder - Gross Utility 1,13,846
0,PPO Bidder - Gross Utility 1,14,929
0,PPO Bidder - Gross Utility 1,15,951
0,PPO Bidder - Gross Utility 1,16,879
0,PPO Bidder - Gross Utility 1,17,890
0,PPO Bidder - Gross Utility 1,18,927
0,PPO Bidder - Gross Utility 1,19,932
0,PPO Bidder - Gross Utility 1,20,883
0,PPO Bidder - Gross Utility 1,21,930
0,PPO Bidder - Gross Utility 1,22,906
0,PPO Bidder - Gross Utility 1,23,868
0,PPO Bidder - Gross Utility 1,24,890
0,Truthful Competitor 2,0,4
0,Truthful Competitor 2,1,35
0,Truthful Competitor 2,2,291
0,Truthful Competitor 2,3,233
0,Truthful Competitor 2,4,255
0,Truthful Competitor 2,5,252
0,Truthful Competitor 2,6,240
0,Truthful Competitor 2,7,244
0,Truthful Competitor 2,8,255
0,Truthful Competitor 2,9,261
0,Truthful Competitor 2,10,239
0,Truthful Competitor 2,11,269
0,Truthful Competitor 2,12,269
0,Truthful Competitor 2,13,242
0,Truthful Competitor 2,14,283
0,Truthful Competitor 2,15,264
0,Truthful Competitor 2,16,237
0,Truthful Competitor 2,17,251
0,Truthful Competitor 2,18,220
0,Truthful Competitor 2,19,199
0,Truthful Competitor 2,20,237
0,Truthful Competitor 2,21,248
0,Truthful Competitor 2,22,271
0,Truthful Competitor 2,23,247
0,Truthful Competitor 2,24,230
0,Truthful Competitor 3,0,68
0,Truthful Competitor 3,1,412
0,Truthful Competitor 3,2,470
0,Truthful Competitor 3,3,453
