Run,Agent,Iteration,Total Sales Revenue
0,PPO Bidder - Gross Utility 1,0,20.0
0,PPO Bidder - Gross Utility 1,1,15180.0
0,PPO Bidder - Gross Utility 1,2,16920.0
0,PPO Bidder - Gross Utility 1,3,17560.0
0,PPO Bidder - Gross Utility 1,4,18900.0
0,PPO Bidder - Gross Utility 1,5,17420.0
0,PPO Bidder - Gross Utility 1,6,18960.0
0,PPO Bidder - Gross Utility 1,7,18780.0
0,PPO Bidder - Gross Utility 1,8,17560.0
0,PPO Bidder - Gross Utility 1,9,17120.0
0,PPO Bidder - Gross Utility 1,10,18580.0
0,PPO Bidder - Gross Utility 1,11,17000.0
0,PPO Bidder - Gross Utility 1,12,19420.0
0,PPO Bidder - Gross Utility 1,13,16920.0
0,PPO Bidder - Gross Utility 1,14,18580.0
0,PPO Bidder - Gross Utility 1,15,19020.0
0,PPO Bidder - Gross Utility 1,16,17580.0
0,PPO Bidder - Gross Utility 1,17,17800.0
0,PPO Bidder - Gross Utility 1,18,18540.0
0,PPO Bidder - Gross Utility 1,19,18640.0
0,PPO Bidder - Gross Utility 1,20,17660.0
0,PPO Bidder - Gross Utility 1,21,18600.0
0,PPO Bidder - Gross Utility 1,22,18120.0
0,PPO Bidder - Gross Utility 1,23,17360.0
0,PPO Bidder - Gross Utility 1,24,17800.0
0,Truthful Competitor 2,0,80.0
0,Truthful Competitor 2,1,700.0
0,Truthful Competitor 2,2,5820.0
0,Truthful Competitor 2,3,4660.0
0,Truthful Competitor 2,4,5100.0
0,Truthful Competitor 2,5,5040.0
0,Truthful Competitor 2,6,4800.0
0,Truthful Competitor 2,7,4880.0
0,Truthful Competitor 2,8,5100.0
0,Truthful Competitor 2,9,5220.0
0,Truthful Competitor 2,10,4780.0
0,Truthful Competitor 2,11,5380.0
0,Truthful Competitor 2,12,5380.0
0,Truthful Competitor 2,13,4840.0
0,Truthful Competitor 2,14,5660.0
0,Truthful Competitor 2,15,5280.0
0,Truthful Competitor 2,16,4740.0
0,Truthful Competitor 2,17,5020.0
0,Truthful Competitor 2,18,4400.0
0,Truthful Competitor 2,19,3980.0
0,Truthful Competitor 2,20,4740.0
0,Truthful Competitor 2,21,4960.0
0,Truthful Competitor 2,22,5420.0
0,Truthful Competitor 2,23,4940.0
0,Truthful Competitor 2,24,4600.0
0,Truthful Competitor 3,0,1360.0
0,Truthful Competitor 3,1,8240.0
0,Truthful Competitor 3,2,9400.0
0,Truthful Competitor 3,3,9060.0
0,Truthful Competitor 3,4,8780.0
0,Truthful Competitor 3,5,8760.0
0,Truthful Competitor 3,6,9400.0
0,Truthful Competitor 3,7,9080.0
0,Truthful Competitor 3,8,9320.0
0,Truthful Competitor 3,9,9040.0
0,Truthful Competitor 3,10,8800.0
0,Truthful Competitor 3,11,9540.0
0,Truthful Competitor 3,12,8420.0
0,Truthful Competitor 3,13,8600.0
0,Truthful Competitor 3,14,8700.0
0,Truthful Competitor 3,15,8580.0
0,Truthful Competitor 3,16,8980.0
0,Truthful Competitor 3,17,8760.0
0,Truthful Competitor 3,18,8600.0
0,Truthful Competitor 3,19,8620.0
0,Truthful Competitor 3,20,9300.0
0,Truthful Competitor 3,21,8740.0
0,Truthful Competitor 3,22,8700.0
0,Truthful Competitor 3,23,9100.0
0,Truthful Competitor 3,24,9040.0
0,Truthful Competitor 4,0,820.0
0,Truthful Competitor 4,1,3160.0
0,Truthful Competitor 4,2,3500.0
0,Truthful Competitor 4,3,3420.0
0,Truthful Competitor 4,4,4160.0
0,Truthful Competitor 4,5,4760.0
0,Truthful Competitor 4,6,3740.0
