Run,Agent,Iteration,Total Clicks
0,PPO Bidder - Gross Utility 1,0,36
0,PPO Bidder - Gross Utility 1,1,7517
0,PPO Bidder - Gross Utility 1,2,8926
0,PPO Bidder - Gross Utility 1,3,9189
0,PPO Bidder - Gross Utility 1,4,9154
0,PPO Bidder - Gross Utility 1,5,9043
0,PPO Bidder - Gross Utility 1,6,9010
0,PPO Bidder - Gross Utility 1,7,8968
0,PPO Bidder - Gross Utility 1,8,8998
0,PPO Bidder - Gross Utility 1,9,8943
0,PPO Bidder - Gross Utility 1,10,8971
0,PPO Bidder - Gross Utility 1,11,8898
0,PPO Bidder - Gross Utility 1,12,8911
0,PPO Bidder - Gross Utility 1,13,9104
0,PPO Bidder - Gross Utility 1,14,9076
0,PPO Bidder - Gross Utility 1,15,8956
0,PPO Bidder - Gross Utility 1,16,8818
0,PPO Bidder - Gross Utility 1,17,9060
0,PPO Bidder - Gross Utility 1,18,9161
0,PPO Bidder - Gross Utility 1,19,9008
0,PPO Bidder - Gross Utility 1,20,8992
0,PPO Bidder - Gross Utility 1,21,9102
0,PPO Bidder - Gross Utility 1,22,8991
0,PPO Bidder - Gross Utility 1,23,9071
0,PPO Bidder - Gross Utility 1,24,9225
0,Truthful Competitor 2,0,27
0,Truthful Competitor 2,1,306
0,Truthful Competitor 2,2,2631
0,Truthful Competitor 2,3,2526
0,Truthful Competitor 2,4,2457
0,Truthful Competitor 2,5,2488
0,Truthful Competitor 2,6,2424
0,Truthful Competitor 2,7,2319
0,Truthful Competitor 2,8,2406
0,Truthful Competitor 2,9,2660
0,Truthful Competitor 2,10,2598
0,Truthful Competitor 2,11,2539
0,Truthful Competitor 2,12,2607
0,Truthful Competitor 2,13,2523
0,Truthful Competitor 2,14,2519
0,Truthful Competitor 2,15,2576
0,Truthful Competitor 2,16,2556
0,Truthful Competitor 2,17,2562
0,Truthful Competitor 2,18,2468
0,Truthful Competitor 2,19,2403
0,Truthful Competitor 2,20,2522
0,Truthful Competitor 2,21,2479
0,Truthful Competitor 2,22,2561
0,Truthful Competitor 2,23,2509
0,Truthful Competitor 2,24,2467
0,Truthful Competitor 3,0,785
0,Truthful Competitor 3,1,4348
0,Truthful Competitor 3,2,4559
0,Truthful Competitor 3,3,4652
0,Truthful Competitor 3,4,4447
0,Truthful Competitor 3,5,4476
0,Truthful Competitor 3,6,4554
0,Truthful Competitor 3,7,4612
0,Truthful Competitor 3,8,4591
0,Truthful Competitor 3,9,4512
0,Truthful Competitor 3,10,4605
0,Truthful Competitor 3,11,4627
0,Truthful Competitor 3,12,4495
0,Truthful Competitor 3,13,4438
0,Truthful Competitor 3,14,4602
0,Truthful Competitor 3,15,4494
0,Truthful Competitor 3,16,4538
0,Truthful Competitor 3,17,4438
0,Truthful Competitor 3,18,4430
0,Truthful Competitor 3,19,4492
0,Truthful Competitor 3,20,4663
0,Truthful Competitor 3,21,4488
0,Truthful Competitor 3,22,4385
0,Truthful Competitor 3,23,4570
0,Truthful Competitor 3,24,4571
0,Truthful Competitor 4,0,477
0,Truthful Competitor 4,1,1635
0,Truthful Competitor 4,2,1844
