Run,Agent,Iteration,Net Utility
0,PPO Bidder - Gross Utility 1,0,-5312.38275864775
0,PPO Bidder - Gross Utility 1,1,2394.632212371998
0,PPO Bidder - Gross Utility 1,2,7729.838826547446
0,PPO Bidder - Gross Utility 1,3,8261.249231308868
0,PPO Bidder - Gross Utility 1,4,8256.306849860879
0,PPO Bidder - Gross Utility 1,5,8251.35528329369
0,PPO Bidder - Gross Utility 1,6,8273.485350623938
0,PPO Bidder - Gross Utility 1,7,7788.372007735071
0,PPO Bidder - Gross Utility 1,8,8131.60697721679
0,PPO Bidder - Gross Utility 1,9,8157.999653659836
0,PPO Bidder - Gross Utility 1,10,7331.620970461547
0,PPO Bidder - Gross Utility 1,11,8269.082106700713
0,PPO Bidder - Gross Utility 1,12,7848.485494535805
0,PPO Bidder - Gross Utility 1,13,8118.619673198311
0,PPO Bidder - Gross Utility 1,14,8180.16994055967
0,PPO Bidder - Gross Utility 1,15,8403.75916880421
0,PPO Bidder - Gross Utility 1,16,8093.662836426877
0,PPO Bidder - Gross Utility 1,17,8010.710373372306
0,PPO Bidder - Gross Utility 1,18,8010.777514906086
0,PPO Bidder - Gross Utility 1,19,8278.877056449908
0,PPO Bidder - Gross Utility 1,20,7473.103423056029
0,PPO Bidder - Gross Utility 1,21,8109.978189368127
0,PPO Bidder - Gross Utility 1,22,8076.944200880493
0,PPO Bidder - Gross Utility 1,23,8236.120510742332
0,PPO Bidder - Gross Utility 1,24,8289.084644350487
1,PPO Bidder - Gross Utility 1,0,-5621.7430822795295
1,PPO Bidder - Gross Utility 1,1,5969.307627674041
1,PPO Bidder - Gross Utility 1,2,8008.005953666573
1,PPO Bidder - Gross Utility 1,3,7692.331932224445
1,PPO Bidder - Gross Utility 1,4,7350.45042124411
1,PPO Bidder - Gross Utility 1,5,7715.270267863668
1,PPO Bidder - Gross Utility 1,6,7710.919774489353
1,PPO Bidder - Gross Utility 1,7,7754.321210158945
1,PPO Bidder - Gross Utility 1,8,7678.135635506076
1,PPO Bidder - Gross Utility 1,9,7554.11045149561
1,PPO Bidder - Gross Utility 1,10,7575.71890506191
1,PPO Bidder - Gross Utility 1,11,7625.735338252016
1,PPO Bidder - Gross Utility 1,12,7518.6556999264085
1,PPO Bidder - Gross Utility 1,13,7752.2536396466085
1,PPO Bidder - Gross Utility 1,14,7706.3730204924705
1,PPO Bidder - Gross Utility 1,15,7703.905021867201
1,PPO Bidder - Gross Utility 1,16,7634.360963247725
1,PPO Bidder - Gross Utility 1,17,7551.07108729049
1,PPO Bidder - Gross Utility 1,18,7381.577209702051
1,PPO Bidder - Gross Utility 1,19,7517.105054778588
1,PPO Bidder - Gross Utility 1,20,7491.9869412183425
1,PPO Bidder - Gross Utility 1,21,7416.1665020253995
1,PPO Bidder - Gross Utility 1,22,7619.119491928995
1,PPO Bidder - Gross Utility 1,23,7594.671748098111
1,PPO Bidder - Gross Utility 1,24,7628.777113140527
2,PPO Bidder - Gross Utility 1,0,-12894.792604043401
2,PPO Bidder - Gross Utility 1,1,1550.769235496446
2,PPO Bidder - Gross Utility 1,2,7734.816914095037
2,PPO Bidder - Gross Utility 1,3,7816.528045499379
2,PPO Bidder - Gross Utility 1,4,7481.343742081649
2,PPO Bidder - Gross Utility 1,5,7539.800993435256
2,PPO Bidder - Gross Utility 1,6,7507.945514634568
