Run,Agent,Iteration,CVR
0,PPO Bidder - Gross Utility 1,0,0.1020671834625323
0,PPO Bidder - Gross Utility 1,1,0.09420935412026726
0,PPO Bidder - Gross Utility 1,2,0.09972355892290366
0,PPO Bidder - Gross Utility 1,3,0.1000699790062981
0,PPO Bidder - Gross Utility 1,4,0.10373194221508829
0,PPO Bidder - Gross Utility 1,5,0.10425829668132747
0,PPO Bidder - Gross Utility 1,6,0.10062638916952919
0,PPO Bidder - Gross Utility 1,7,0.09664131812420786
0,PPO Bidder - Gross Utility 1,8,0.10029099979214301
0,PPO Bidder - Gross Utility 1,9,0.10267025460567171
0,PPO Bidder - Gross Utility 1,10,0.10136515102655058
0,PPO Bidder - Gross Utility 1,11,0.10503373118837571
0,PPO Bidder - Gross Utility 1,12,0.09718670076726342
0,PPO Bidder - Gross Utility 1,13,0.10166790608732604
0,PPO Bidder - Gross Utility 1,14,0.09869178440607013
0,PPO Bidder - Gross Utility 1,15,0.09976513836413765
0,PPO Bidder - Gross Utility 1,16,0.09539165713096848
0,PPO Bidder - Gross Utility 1,17,0.09872476089266738
0,PPO Bidder - Gross Utility 1,18,0.1038437035464005
0,PPO Bidder - Gross Utility 1,19,0.10029740539431853
0,PPO Bidder - Gross Utility 1,20,0.10372028568382902
0,PPO Bidder - Gross Utility 1,21,0.1021555763823805
0,PPO Bidder - Gross Utility 1,22,0.09763190693809722
0,PPO Bidder - Gross Utility 1,23,0.10353353250231792
0,PPO Bidder - Gross Utility 1,24,0.09951259138911454
0,Truthful Competitor 2,0,0.029411764705882353
0,Truthful Competitor 2,1,0.09146341463414634
0,Truthful Competitor 2,2,0.11484593837535013
0,Truthful Competitor 2,3,0.10614525139664804
0,Truthful Competitor 2,4,0.09847434119278779
0,Truthful Competitor 2,5,0.09021406727828746
0,Truthful Competitor 2,6,0.08964451313755796
0,Truthful Competitor 2,7,0.11030478955007257
0,Truthful Competitor 2,8,0.09523809523809523
0,Truthful Competitor 2,9,0.09728867623604466
0,Truthful Competitor 2,10,0.0947867298578199
0,Truthful Competitor 2,11,0.08974358974358974
0,Truthful Competitor 2,12,0.12336719883889695
0,Truthful Competitor 2,13,0.08714918759231906
0,Truthful Competitor 2,14,0.109375
0,Truthful Competitor 2,15,0.10658307210031348
0,Truthful Competitor 2,16,0.09090909090909091
0,Truthful Competitor 2,17,0.0974124809741248
0,Truthful Competitor 2,18,0.11780455153949129
0,Truthful Competitor 2,19,0.08228730822873083
0,Truthful Competitor 2,20,0.09579100145137881
0,Truthful Competitor 2,21,0.10760401721664276
0,Truthful Competitor 2,22,0.10059171597633136
0,Truthful Competitor 2,23,0.10252100840336134
0,Truthful Competitor 2,24,0.09743589743589744
0,Truthful Competitor 3,0,0.0
0,Truthful Competitor 3,1,0.10287303058387395
0,Truthful Competitor 3,2,0.10071301247771836
0,Truthful Competitor 3,3,0.09190031152647975
0,Truthful Competitor 3,4,0.10214168039538715
0,Truthful Competitor 3,5,0.09674728940783987
0,Truthful Competitor 3,6,0.09451945988880063
0,Truthful Competitor 3,7,0.09595484477892756
0,Truthful Competitor 3,8,0.09936908517350158
0,Truthful Competitor 3,9,0.09936406995230525
0,Truthful Competitor 3,10,0.10103420843277645
0,Truthful Competitor 3,11,0.08740157480314961
0,Truthful Competitor 3,12,0.12077702702702703
0,Truthful Competitor 3,13,0.11656952539550375
0,Truthful Competitor 3,14,0.09369817578772803
0,Truthful Competitor 3,15,0.10267471958584987
0,Truthful Competitor 3,16,0.08568824065633546
0,Truthful Competitor 3,17,0.1011608623548922
0,Truthful Competitor 3,18,0.10589907604832978
0,Truthful Competitor 3,19,0.09992486851990984
0,Truthful Competitor 3,20,0.10787671232876712
0,Truthful Competitor 3,21,0.10999083409715857
0,Truthful Competitor 3,22,0.10689655172413794
0,Truthful Competitor 3,23,0.0984732824427481
0,Truthful Competitor 3,24,0.10948905109489052
0,Truthful Competitor 4,0,0.0625
0,Truthful Competitor 4,1,0.10857908847184987
0,Truthful Competitor 4,2,0.0832443970117396
0,Truthful Competitor 4,3,0.09839572192513368
0,Truthful Competitor 4,4,0.09436008676789588
0,Truthful Competitor 4,5,0.09119170984455958
0,Truthful Competitor 4,6,0.08941418293936279
0,Truthful Competitor 4,7,0.10010649627263046
0,Truthful Competitor 4,8,0.1079136690647482
0,Truthful Competitor 4,9,0.1037344398340249
0,Truthful Competitor 4,10,0.08687440982058546
0,Truthful Competitor 4,11,0.0900990099009901
0,Truthful Competitor 4,12,0.1041879468845761
0,Truthful Competitor 4,13,0.09860664523043944
0,Truthful Competitor 4,14,0.10916179337231968
0,Truthful Competitor 4,15,0.08856848609680741
0,Truthful Competitor 4,16,0.10096670247046187
0,Truthful Competitor 4,17,0.10912698412698413
0,Truthful Competitor 4,18,0.0846968238691049
0,Truthful Competitor 4,19,0.11703239289446186
0,Truthful Competitor 4,20,0.08609271523178808
0,Truthful Competitor 4,21,0.08102345415778252
0,Truthful Competitor 4,22,0.10869565217391304
0,Truthful Competitor 4,23,0.09552845528455285
0,Truthful Competitor 4,24,0.09904153354632587
0,Truthful Competitor 5,0,0.0
0,Truthful Competitor 5,1,0.0
0,Truthful Competitor 5,2,0.0
0,Truthful Competitor 5,3,0.0
0,Truthful Competitor 5,4,0.0
0,Truthful Competitor 5,5,0.0
0,Truthful Competitor 5,6,0.0
0,Truthful Competitor 5,7,0.0
0,Truthful Competitor 5,8,0.0
0,Truthful Competitor 5,9,0.0
0,Truthful Competitor 5,10,0.0
0,Truthful Competitor 5,11,0.0
0,Truthful Competitor 5,12,0.0
0,Truthful Competitor 5,13,0.0
0,Truthful Competitor 5,14,0.0
0,Truthful Competitor 5,15,0.0
0,Truthful Competitor 5,16,0.0
0,Truthful Competitor 5,17,0.0
0,Truthful Competitor 5,18,0.0
0,Truthful Competitor 5,19,0.0
0,Truthful Competitor 5,20,0.0
0,Truthful Competitor 5,21,0.0
0,Truthful Competitor 5,22,0.0
0,Truthful Competitor 5,23,0.0
0,Truthful Competitor 5,24,0.0
0,Truthful Competitor 6,0,0.11045029736618521
0,Truthful Competitor 6,1,0.0
0,Truthful Competitor 6,2,0.0
0,Truthful Competitor 6,3,0.0
0,Truthful Competitor 6,4,0.0
0,Truthful Competitor 6,5,0.0
0,Truthful Competitor 6,6,0.0
0,Truthful Competitor 6,7,0.0
0,Truthful Competitor 6,8,0.0
0,Truthful Competitor 6,9,0.0
0,Truthful Competitor 6,10,0.0
0,Truthful Competitor 6,11,0.0
0,Truthful Competitor 6,12,0.0
0,Truthful Competitor 6,13,0.0
0,Truthful Competitor 6,14,0.0
0,Truthful Competitor 6,15,0.0
0,Truthful Competitor 6,16,0.0
0,Truthful Competitor 6,17,0.0
0,Truthful Competitor 6,18,0.0
0,Truthful Competitor 6,19,0.0
0,Truthful Competitor 6,20,0.0
0,Truthful Competitor 6,21,0.0
0,Truthful Competitor 6,22,0.0
0,Truthful Competitor 6,23,0.0
0,Truthful Competitor 6,24,0.0
0,Truthful Competitor 7,0,0.08284023668639054
0,Truthful Competitor 7,1,0.10619469026548672
0,Truthful Competitor 7,2,0.11091058244462675
0,Truthful Competitor 7,3,0.099791738979521
0,Truthful Competitor 7,4,0.10198204302896832
0,Truthful Competitor 7,5,0.10148641722193746
0,Truthful Competitor 7,6,0.10086505190311419
0,Truthful Competitor 7,7,0.09671787709497207
0,Truthful Competitor 7,8,0.0993778375651589
0,Truthful Competitor 7,9,0.09857964152857626
0,Truthful Competitor 7,10,0.09876757507377192
0,Truthful Competitor 7,11,0.10263522884882108
0,Truthful Competitor 7,12,0.10050761421319797
0,Truthful Competitor 7,13,0.09363359295631561
0,Truthful Competitor 7,14,0.10559210526315789
0,Truthful Competitor 7,15,0.10206479771697163
0,Truthful Competitor 7,16,0.10307875489028746
0,Truthful Competitor 7,17,0.09812510951463116
0,Truthful Competitor 7,18,0.10139679255043973
0,Truthful Competitor 7,19,0.09664902998236331
0,Truthful Competitor 7,20,0.09964912280701754
0,Truthful Competitor 7,21,0.09494202655015964
0,Truthful Competitor 7,22,0.10058972198820557
0,Truthful Competitor 7,23,0.1015115080728272
0,Truthful Competitor 7,24,0.09888947646747752
0,Truthful Competitor 8,0,0.07142857142857142
0,Truthful Competitor 8,1,0.11440407903123008
0,Truthful Competitor 8,2,0.10237388724035608
0,Truthful Competitor 8,3,0.07291666666666667
0,Truthful Competitor 8,4,0.10960960960960961
0,Truthful Competitor 8,5,0.0988296488946684
0,Truthful Competitor 8,6,0.11428571428571428
0,Truthful Competitor 8,7,0.0968208092485549
0,Truthful Competitor 8,8,0.10315533980582524
0,Truthful Competitor 8,9,0.11218836565096953
0,Truthful Competitor 8,10,0.10921985815602837
0,Truthful Competitor 8,11,0.10476190476190476
0,Truthful Competitor 8,12,0.10511756569847856
0,Truthful Competitor 8,13,0.10608020698576973
0,Truthful Competitor 8,14,0.0943683409436834
0,Truthful Competitor 8,15,0.09298780487804878
0,Truthful Competitor 8,16,0.0862533692722372
0,Truthful Competitor 8,17,0.1087216248506571
0,Truthful Competitor 8,18,0.09950248756218906
0,Truthful Competitor 8,19,0.10318331503841932
0,Truthful Competitor 8,20,0.09016393442622951
0,Truthful Competitor 8,21,0.09125964010282776
0,Truthful Competitor 8,22,0.11503267973856209
0,Truthful Competitor 8,23,0.11021505376344086
0,Truthful Competitor 8,24,0.07882352941176471
0,Truthful Competitor 9,0,0.0959349593495935
0,Truthful Competitor 9,1,0.1021377672209026
0,Truthful Competitor 9,2,0.06666666666666667
0,Truthful Competitor 9,3,0.0
0,Truthful Competitor 9,4,0.0
0,Truthful Competitor 9,5,0.0
0,Truthful Competitor 9,6,0.0
0,Truthful Competitor 9,7,0.10643564356435643
0,Truthful Competitor 9,8,0.14285714285714285
0,Truthful Competitor 9,9,0.22857142857142856
0,Truthful Competitor 9,10,0.0
0,Truthful Competitor 9,11,0.1
0,Truthful Competitor 9,12,0.16666666666666666
0,Truthful Competitor 9,13,0.09375
0,Truthful Competitor 9,14,0.05555555555555555
0,Truthful Competitor 9,15,0.10526315789473684
0,Truthful Competitor 9,16,0.037037037037037035
0,Truthful Competitor 9,17,0.07792207792207792
0,Truthful Competitor 9,18,0.2222222222222222
0,Truthful Competitor 9,19,0.02127659574468085
0,Truthful Competitor 9,20,0.2631578947368421
0,Truthful Competitor 9,21,0.08191126279863481
0,Truthful Competitor 9,22,0.19230769230769232
0,Truthful Competitor 9,23,0.0
