Run,Agent,Iteration,Total Conversions
0,PPO Bidder - Gross Utility 1,0,158
0,PPO Bidder - Gross Utility 1,1,423
0,PPO Bidder - Gross Utility 1,2,974
0,PPO Bidder - Gross Utility 1,3,1001
0,PPO Bidder - Gross Utility 1,4,1034
0,PPO Bidder - Gross Utility 1,5,1043
0,PPO Bidder - Gross Utility 1,6,996
0,PPO Bidder - Gross Utility 1,7,915
0,PPO Bidder - Gross Utility 1,8,965
0,PPO Bidder - Gross Utility 1,9,992
0,PPO Bidder - Gross Utility 1,10,943
0,PPO Bidder - Gross Utility 1,11,1012
0,PPO Bidder - Gross Utility 1,12,912
0,PPO Bidder - Gross Utility 1,13,957
0,PPO Bidder - Gross Utility 1,14,943
0,PPO Bidder - Gross Utility 1,15,977
0,PPO Bidder - Gross Utility 1,16,917
0,PPO Bidder - Gross Utility 1,17,929
0,PPO Bidder - Gross Utility 1,18,978
0,PPO Bidder - Gross Utility 1,19,978
0,PPO Bidder - Gross Utility 1,20,973
0,PPO Bidder - Gross Utility 1,21,981
0,PPO Bidder - Gross Utility 1,22,940
0,PPO Bidder - Gross Utility 1,23,1005
0,PPO Bidder - Gross Utility 1,24,980
0,Truthful Competitor 2,0,1
0,Truthful Competitor 2,1,30
0,Truthful Competitor 2,2,82
0,Truthful Competitor 2,3,76
0,Truthful Competitor 2,4,71
0,Truthful Competitor 2,5,59
0,Truthful Competitor 2,6,58
0,Truthful Competitor 2,7,76
0,Truthful Competitor 2,8,58
0,Truthful Competitor 2,9,61
0,Truthful Competitor 2,10,60
0,Truthful Competitor 2,11,63
0,Truthful Competitor 2,12,85
0,Truthful Competitor 2,13,59
0,Truthful Competitor 2,14,70
0,Truthful Competitor 2,15,68
0,Truthful Competitor 2,16,62
0,Truthful Competitor 2,17,64
0,Truthful Competitor 2,18,88
0,Truthful Competitor 2,19,59
0,Truthful Competitor 2,20,66
0,Truthful Competitor 2,21,75
0,Truthful Competitor 2,22,68
0,Truthful Competitor 2,23,61
0,Truthful Competitor 2,24,57
0,Truthful Competitor 3,0,0
0,Truthful Competitor 3,1,111
0,Truthful Competitor 3,2,113
0,Truthful Competitor 3,3,118
0,Truthful Competitor 3,4,124
0,Truthful Competitor 3,5,116
0,Truthful Competitor 3,6,119
0,Truthful Competitor 3,7,102
0,Truthful Competitor 3,8,126
0,Truthful Competitor 3,9,125
0,Truthful Competitor 3,10,127
0,Truthful Competitor 3,11,111
0,Truthful Competitor 3,12,143
0,Truthful Competitor 3,13,140
0,Truthful Competitor 3,14,113
0,Truthful Competitor 3,15,119
0,Truthful Competitor 3,16,94
0,Truthful Competitor 3,17,122
0,Truthful Competitor 3,18,149
0,Truthful Competitor 3,19,133
0,Truthful Competitor 3,20,126
0,Truthful Competitor 3,21,120
0,Truthful Competitor 3,22,124
0,Truthful Competitor 3,23,129
0,Truthful Competitor 3,24,135
0,Truthful Competitor 4,0,5
0,Truthful Competitor 4,1,81
0,Truthful Competitor 4,2,78
0,Truthful Competitor 4,3,92
0,Truthful Competitor 4,4,87
0,Truthful Competitor 4,5,88
0,Truthful Competitor 4,6,87
0,Truthful Competitor 4,7,94
0,Truthful Competitor 4,8,105
0,Truthful Competitor 4,9,100
0,Truthful Competitor 4,10,92
0,Truthful Competitor 4,11,91
0,Truthful Competitor 4,12,102
0,Truthful Competitor 4,13,92
0,Truthful Competitor 4,14,112
0,Truthful Competitor 4,15,86
0,Truthful Competitor 4,16,94
0,Truthful Competitor 4,17,110
0,Truthful Competitor 4,18,88
0,Truthful Competitor 4,19,112
0,Truthful Competitor 4,20,91
0,Truthful Competitor 4,21,76
