Run,Agent,Iteration,CVR
0,PPO Bidder - Net Utility 1,0,0.10680851063829787
0,PPO Bidder - Net Utility 1,1,0.10118043844856661
0,PPO Bidder - Net Utility 1,2,0.09812206572769953
0,PPO Bidder - Net Utility 1,3,0.10596707818930041
0,PPO Bidder - Net Utility 1,4,0.10013623978201634
0,PPO Bidder - Net Utility 1,5,0.10532367483040128
0,PPO Bidder - Net Utility 1,6,0.10074318744838975
0,PPO Bidder - Net Utility 1,7,0.10117403314917127
0,PPO Bidder - Net Utility 1,8,0.09384332644153458
0,PPO Bidder - Net Utility 1,9,0.10243217960710944
0,PPO Bidder - Net Utility 1,10,0.10324242069530609
0,PPO Bidder - Net Utility 1,11,0.09915047131386012
0,PPO Bidder - Net Utility 1,12,0.09724962283857491
0,PPO Bidder - Net Utility 1,13,0.09736194947462554
0,PPO Bidder - Net Utility 1,14,0.09872175302442365
0,PPO Bidder - Net Utility 1,15,0.10140562248995984
0,PPO Bidder - Net Utility 1,16,0.09284610289247075
0,PPO Bidder - Net Utility 1,17,0.10617311315526987
0,PPO Bidder - Net Utility 1,18,0.10249245557170002
0,PPO Bidder - Net Utility 1,19,0.10264788732394366
0,PPO Bidder - Net Utility 1,20,0.10300768882858435
0,PPO Bidder - Net Utility 1,21,0.10124826629680998
0,PPO Bidder - Net Utility 1,22,0.10290266259275425
0,PPO Bidder - Net Utility 1,23,0.09599202834366696
0,PPO Bidder - Net Utility 1,24,0.09768919066914905
0,Truthful Competitor 2,0,0.13333333333333333
0,Truthful Competitor 2,1,0.0967741935483871
0,Truthful Competitor 2,2,0.10844629822732013
0,Truthful Competitor 2,3,0.0962772785622593
0,Truthful Competitor 2,4,0.10818713450292397
0,Truthful Competitor 2,5,0.08626760563380281
0,Truthful Competitor 2,6,0.11578947368421053
0,Truthful Competitor 2,7,0.09539473684210527
0,Truthful Competitor 2,8,0.07536764705882353
0,Truthful Competitor 2,9,0.10953346855983773
0,Truthful Competitor 2,10,0.0990990990990991
0,Truthful Competitor 2,11,0.08130081300813008
0,Truthful Competitor 2,12,0.09969325153374232
0,Truthful Competitor 2,13,0.09847198641765705
0,Truthful Competitor 2,14,0.1375
0,Truthful Competitor 2,15,0.08561020036429873
0,Truthful Competitor 2,16,0.09135399673735727
0,Truthful Competitor 2,17,0.09714285714285714
0,Truthful Competitor 2,18,0.12743362831858407
0,Truthful Competitor 2,19,0.10152284263959391
0,Truthful Competitor 2,20,0.08637873754152824
0,Truthful Competitor 2,21,0.1
0,Truthful Competitor 2,22,0.11851851851851852
0,Truthful Competitor 2,23,0.11130434782608696
0,Truthful Competitor 2,24,0.0966183574879227
0,Truthful Competitor 3,0,0.0
0,Truthful Competitor 3,1,0.0
