Run,Agent,Iteration,Net Utility
0,PPO Bidder - Net Utility 1,0,-20549.716816527918
0,PPO Bidder - Net Utility 1,1,3987.899539137859
0,PPO Bidder - Net Utility 1,2,7002.246267956083
0,PPO Bidder - Net Utility 1,3,7188.986624614938
0,PPO Bidder - Net Utility 1,4,7185.400437878928
0,PPO Bidder - Net Utility 1,5,6991.026430486491
0,PPO Bidder - Net Utility 1,6,6784.9477509276885
0,PPO Bidder - Net Utility 1,7,6992.340757753059
0,PPO Bidder - Net Utility 1,8,7097.322685855375
0,PPO Bidder - Net Utility 1,9,6816.495121835072
0,PPO Bidder - Net Utility 1,10,6877.862543467749
0,PPO Bidder - Net Utility 1,11,7015.869943000802
0,PPO Bidder - Net Utility 1,12,6913.867620232667
0,PPO Bidder - Net Utility 1,13,7186.748814627279
0,PPO Bidder - Net Utility 1,14,6953.349662443142
0,PPO Bidder - Net Utility 1,15,7126.029328329553
0,PPO Bidder - Net Utility 1,16,7107.385992526841
0,PPO Bidder - Net Utility 1,17,7159.557349996746
0,PPO Bidder - Net Utility 1,18,7067.242573690863
0,PPO Bidder - Net Utility 1,19,6925.86982996068
0,PPO Bidder - Net Utility 1,20,6926.012516227759
0,PPO Bidder - Net Utility 1,21,7414.679774893491
0,PPO Bidder - Net Utility 1,22,7096.393430701389
0,PPO Bidder - Net Utility 1,23,7160.556176666395
0,PPO Bidder - Net Utility 1,24,7229.9158780138305
1,PPO Bidder - Net Utility 1,0,-521.8002896855428
1,PPO Bidder - Net Utility 1,1,0.0
1,PPO Bidder - Net Utility 1,2,0.0
1,PPO Bidder - Net Utility 1,3,0.0
1,PPO Bidder - Net Utility 1,4,0.0
1,PPO Bidder - Net Utility 1,5,0.0
1,PPO Bidder - Net Utility 1,6,0.0
1,PPO Bidder - Net Utility 1,7,0.0
1,PPO Bidder - Net Utility 1,8,0.0
1,PPO Bidder - Net Utility 1,9,0.0
1,PPO Bidder - Net Utility 1,10,0.0
1,PPO Bidder - Net Utility 1,11,0.0
1,PPO Bidder - Net Utility 1,12,0.0
1,PPO Bidder - Net Utility 1,13,0.0
1,PPO Bidder - Net Utility 1,14,0.0
1,PPO Bidder - Net Utility 1,15,0.0
1,PPO Bidder - Net Utility 1,16,0.0
1,PPO Bidder - Net Utility 1,17,0.0
1,PPO Bidder - Net Utility 1,18,0.0
1,PPO Bidder - Net Utility 1,19,-0.0549241179884041
1,PPO Bidder - Net Utility 1,20,0.0
1,PPO Bidder - Net Utility 1,21,0.0
1,PPO Bidder - Net Utility 1,22,0.0
1,PPO Bidder - Net Utility 1,23,0.0
1,PPO Bidder - Net Utility 1,24,0.0
2,PPO Bidder - Net Utility 1,0,-4086.236999057586
2,PPO Bidder - Net Utility 1,1,2280.341567003258
2,PPO Bidder - Net Utility 1,2,7329.910649248305
2,PPO Bidder - Net Utility 1,3,6302.322037060373
2,PPO Bidder - Net Utility 1,4,7213.413548971788
2,PPO Bidder - Net Utility 1,5,7434.461980931758
2,PPO Bidder - Net Utility 1,6,7512.802824513705
2,PPO Bidder - Net Utility 1,7,7496.458993658462
2,PPO Bidder - Net Utility 1,8,7480.45533048336
2,PPO Bidder - Net Utility 1,9,7505.753147867986
2,PPO Bidder - Net Utility 1,10,7594.557216047061
2,PPO Bidder - Net Utility 1,11,7440.1877001800995
2,PPO Bidder - Net Utility 1,12,7646.701118859739
2,PPO Bidder - Net Utility 1,13,7608.324548199758
2,PPO Bidder - Net Utility 1,14,7356.020619338709
2,PPO Bidder - Net Utility 1,15,7525.56883538761
2,PPO Bidder - Net Utility 1,16,7531.061384131869
2,PPO Bidder - Net Utility 1,17,7435.063229449603
2,PPO Bidder - Net Utility 1,18,7507.376423919693
2,PPO Bidder - Net Utility 1,19,7612.700589582033
2,PPO Bidder - Net Utility 1,20,7411.666658875474
2,PPO Bidder - Net Utility 1,21,7535.926935319648
2,PPO Bidder - Net Utility 1,22,7500.872622938328
2,PPO Bidder - Net Utility 1,23,7592.936025628271
2,PPO Bidder - Net Utility 1,24,7602.720908514334
0,Truthful Competitor 10,0,-17377.307632691834
0,Truthful Competitor 10,1,-512.599361103932
0,Truthful Competitor 10,2,508.7891048944308
0,Truthful Competitor 10,3,622.3950185960254
0,Truthful Competitor 10,4,721.7646275143492
0,Truthful Competitor 10,5,691.2779462751281
