Run,Agent,Iteration,Gross Utility
0,PPO Bidder - Net Utility 1,0,2845.589852652382
0,PPO Bidder - Net Utility 1,1,6462.516188768019
0,PPO Bidder - Net Utility 1,2,10316.776827489424
0,PPO Bidder - Net Utility 1,3,10592.859587661833
0,PPO Bidder - Net Utility 1,4,10665.51294560194
0,PPO Bidder - Net Utility 1,5,10531.104233412741
0,PPO Bidder - Net Utility 1,6,10264.708587632347
0,PPO Bidder - Net Utility 1,7,10520.206229721725
0,PPO Bidder - Net Utility 1,8,10542.002237103758
0,PPO Bidder - Net Utility 1,9,10355.525285057482
0,PPO Bidder - Net Utility 1,10,10344.627281366465
0,PPO Bidder - Net Utility 1,11,10405.171746316555
0,PPO Bidder - Net Utility 1,12,10434.233089492598
0,PPO Bidder - Net Utility 1,13,10832.615668864188
0,PPO Bidder - Net Utility 1,14,10609.812037847858
0,PPO Bidder - Net Utility 1,15,10854.41167624622
0,PPO Bidder - Net Utility 1,16,10968.235270352388
0,PPO Bidder - Net Utility 1,17,10925.854144887326
0,PPO Bidder - Net Utility 1,18,10833.82655816319
0,PPO Bidder - Net Utility 1,19,10746.64252863506
0,PPO Bidder - Net Utility 1,20,10709.104960366005
0,PPO Bidder - Net Utility 1,21,11349.665399537953
0,PPO Bidder - Net Utility 1,22,11096.589536046578
0,PPO Bidder - Net Utility 1,23,10936.752148578342
0,PPO Bidder - Net Utility 1,24,11056.63018917952
1,PPO Bidder - Net Utility 1,0,2.4217785980020707
1,PPO Bidder - Net Utility 1,1,0.0
1,PPO Bidder - Net Utility 1,2,0.0
1,PPO Bidder - Net Utility 1,3,0.0
1,PPO Bidder - Net Utility 1,4,0.0
1,PPO Bidder - Net Utility 1,5,0.0
1,PPO Bidder - Net Utility 1,6,0.0
1,PPO Bidder - Net Utility 1,7,0.0
1,PPO Bidder - Net Utility 1,8,0.0
1,PPO Bidder - Net Utility 1,9,0.0
1,PPO Bidder - Net Utility 1,10,0.0
1,PPO Bidder - Net Utility 1,11,0.0
1,PPO Bidder - Net Utility 1,12,0.0
1,PPO Bidder - Net Utility 1,13,0.0
1,PPO Bidder - Net Utility 1,14,0.0
1,PPO Bidder - Net Utility 1,15,0.0
1,PPO Bidder - Net Utility 1,16,0.0
1,PPO Bidder - Net Utility 1,17,0.0
1,PPO Bidder - Net Utility 1,18,0.0
1,PPO Bidder - Net Utility 1,19,0.0
1,PPO Bidder - Net Utility 1,20,0.0
1,PPO Bidder - Net Utility 1,21,0.0
1,PPO Bidder - Net Utility 1,22,0.0
1,PPO Bidder - Net Utility 1,23,0.0
1,PPO Bidder - Net Utility 1,24,0.0
2,PPO Bidder - Net Utility 1,0,1882.9328599466494
2,PPO Bidder - Net Utility 1,1,4793.9107347448025
2,PPO Bidder - Net Utility 1,2,12148.852336879136
2,PPO Bidder - Net Utility 1,3,11273.37937370084
2,PPO Bidder - Net Utility 1,4,11896.987362686763
2,PPO Bidder - Net Utility 1,5,12042.294078566978
2,PPO Bidder - Net Utility 1,6,12168.226565663164
2,PPO Bidder - Net Utility 1,7,12081.042536135035
2,PPO Bidder - Net Utility 1,8,11992.647617307905
2,PPO Bidder - Net Utility 1,9,12055.613860855998
2,PPO Bidder - Net Utility 1,10,12171.85923356017
2,PPO Bidder - Net Utility 1,11,11934.524930955818
2,PPO Bidder - Net Utility 1,12,12284.471938367336
2,PPO Bidder - Net Utility 1,13,12266.30859888231
2,PPO Bidder - Net Utility 1,14,12015.654513988939
2,PPO Bidder - Net Utility 1,15,12060.457418052005
2,PPO Bidder - Net Utility 1,16,12018.076292586942
2,PPO Bidder - Net Utility 1,17,12058.035639454001
2,PPO Bidder - Net Utility 1,18,12091.940539826051
2,PPO Bidder - Net Utility 1,19,12261.465041686302
2,PPO Bidder - Net Utility 1,20,12127.056329497103
2,PPO Bidder - Net Utility 1,21,12200.920576736213
2,PPO Bidder - Net Utility 1,22,12091.940539826051
2,PPO Bidder - Net Utility 1,23,12335.329288925412
2,PPO Bidder - Net Utility 1,24,12165.80478706516
0,Truthful Competitor 10,0,2175.1397168465705
0,Truthful Competitor 10,1,1668.815527202841
0,Truthful Competitor 10,2,1541.9323770534577
0,Truthful Competitor 10,3,1531.0566784692248
0,Truthful Competitor 10,4,1678.4828148332701
0,Truthful Competitor 10,5,1796.9070883060278
0,Truthful Competitor 10,6,1808.9911978440643
0,Truthful Competitor 10,7,1873.0369783956578
0,Truthful Competitor 10,8,1897.2051974717308
0,Truthful Competitor 10,9,1857.3276359962103
0,Truthful Competitor 10,10,1858.536046950014
0,Truthful Competitor 10,11,1811.4080197516716
0,Truthful Competitor 10,12,1682.108047694681
0,Truthful Competitor 10,13,1714.7351434473796
0,Truthful Competitor 10,14,1726.8192529854161
0,Truthful Competitor 10,15,1686.9416915098957
0,Truthful Competitor 10,16,1720.777198216398
0,Truthful Competitor 10,17,1783.6145678141877
0,Truthful Competitor 10,18,1782.406156860384
0,Truthful Competitor 10,19,1916.5397727325892
0,Truthful Competitor 10,20,1836.7846497815483
0,Truthful Competitor 10,21,1789.656622583206
0,Truthful Competitor 10,22,1853.7024031347994
0,Truthful Competitor 10,23,1806.574375936457
0,Truthful Competitor 10,24,1816.2416635668862
1,Truthful Competitor 10,0,1932.2491151320366
1,Truthful Competitor 10,1,297.269094635698
1,Truthful Competitor 10,2,1456.1351993333985
1,Truthful Competitor 10,3,1802.949143075046
1,Truthful Competitor 10,4,1766.6968144609366
1,Truthful Competitor 10,5,1846.4519374119775
1,Truthful Competitor 10,6,1776.3641020913658
1,Truthful Competitor 10,7,1796.9070883060278
1,Truthful Competitor 10,8,1839.2014716891556
1,Truthful Competitor 10,9,1882.704266026087
1,Truthful Competitor 10,10,1900.8304303331417
1,Truthful Competitor 10,11,2004.7537723602557
1,Truthful Competitor 10,12,1886.329498887498
1,Truthful Competitor 10,13,1631.3547876349278
1,Truthful Competitor 10,14,1873.0369783956578
1,Truthful Competitor 10,15,2055.507032420009
1,Truthful Competitor 10,16,1902.0388412869454
1,Truthful Competitor 10,17,1828.3257731049227
1,Truthful Competitor 10,18,1795.6986773522242
1,Truthful Competitor 10,19,1854.910814088603
1,Truthful Competitor 10,20,1801.7407321212424
1,Truthful Competitor 10,21,1787.2398006755986
1,Truthful Competitor 10,22,1775.1556911375621
1,Truthful Competitor 10,23,1736.4865406158453
1,Truthful Competitor 10,24,1944.3332246700732
2,Truthful Competitor 10,0,1835.5762388277446
2,Truthful Competitor 10,1,125.67473919557968
2,Truthful Competitor 10,2,973.979228765742
2,Truthful Competitor 10,3,1315.9595286921751
2,Truthful Competitor 10,4,1446.4679117029693
2,Truthful Competitor 10,5,1431.9669802573255
2,Truthful Competitor 10,6,1373.9632544747503
