Run,Agent,Iteration,Total Clicks
0,PPO Bidder - Net Utility 1,0,2350
0,PPO Bidder - Net Utility 1,1,5337
0,PPO Bidder - Net Utility 1,2,8520
0,PPO Bidder - Net Utility 1,3,8748
0,PPO Bidder - Net Utility 1,4,8808
0,PPO Bidder - Net Utility 1,5,8697
0,PPO Bidder - Net Utility 1,6,8477
0,PPO Bidder - Net Utility 1,7,8688
0,PPO Bidder - Net Utility 1,8,8706
0,PPO Bidder - Net Utility 1,9,8552
0,PPO Bidder - Net Utility 1,10,8543
0,PPO Bidder - Net Utility 1,11,8593
0,PPO Bidder - Net Utility 1,12,8617
0,PPO Bidder - Net Utility 1,13,8946
0,PPO Bidder - Net Utility 1,14,8762
0,PPO Bidder - Net Utility 1,15,8964
0,PPO Bidder - Net Utility 1,16,9058
0,PPO Bidder - Net Utility 1,17,9023
0,PPO Bidder - Net Utility 1,18,8947
0,PPO Bidder - Net Utility 1,19,8875
0,PPO Bidder - Net Utility 1,20,8844
0,PPO Bidder - Net Utility 1,21,9373
0,PPO Bidder - Net Utility 1,22,9164
0,PPO Bidder - Net Utility 1,23,9032
0,PPO Bidder - Net Utility 1,24,9131
0,Truthful Competitor 2,0,15
0,Truthful Competitor 2,1,31
0,Truthful Competitor 2,2,959
0,Truthful Competitor 2,3,779
0,Truthful Competitor 2,4,684
0,Truthful Competitor 2,5,568
0,Truthful Competitor 2,6,570
0,Truthful Competitor 2,7,608
0,Truthful Competitor 2,8,544
0,Truthful Competitor 2,9,493
0,Truthful Competitor 2,10,555
0,Truthful Competitor 2,11,615
0,Truthful Competitor 2,12,652
0,Truthful Competitor 2,13,589
0,Truthful Competitor 2,14,560
0,Truthful Competitor 2,15,549
0,Truthful Competitor 2,16,613
0,Truthful Competitor 2,17,525
0,Truthful Competitor 2,18,565
0,Truthful Competitor 2,19,591
0,Truthful Competitor 2,20,602
0,Truthful Competitor 2,21,530
0,Truthful Competitor 2,22,540
0,Truthful Competitor 2,23,575
0,Truthful Competitor 2,24,621
0,Truthful Competitor 3,0,0
0,Truthful Competitor 3,1,0
0,Truthful Competitor 3,2,0
0,Truthful Competitor 3,3,0
0,Truthful Competitor 3,4,0
0,Truthful Competitor 3,5,0
0,Truthful Competitor 3,6,0
0,Truthful Competitor 3,7,0
0,Truthful Competitor 3,8,0
0,Truthful Competitor 3,9,0
0,Truthful Competitor 3,10,0
0,Truthful Competitor 3,11,0
0,Truthful Competitor 3,12,0
0,Truthful Competitor 3,13,0
0,Truthful Competitor 3,14,0
0,Truthful Competitor 3,15,0
0,Truthful Competitor 3,16,0
0,Truthful Competitor 3,17,0
0,Truthful Competitor 3,18,0
0,Truthful Competitor 3,19,0
0,Truthful Competitor 3,20,0
0,Truthful Competitor 3,21,0
0,Truthful Competitor 3,22,0
0,Truthful Competitor 3,23,0
0,Truthful Competitor 3,24,0
0,Truthful Competitor 4,0,93
0,Truthful Competitor 4,1,427
0,Truthful Competitor 4,2,1213
0,Truthful Competitor 4,3,1147
0,Truthful Competitor 4,4,761
0,Truthful Competitor 4,5,881
0,Truthful Competitor 4,6,881
0,Truthful Competitor 4,7,892
0,Truthful Competitor 4,8,923
0,Truthful Competitor 4,9,847
0,Truthful Competitor 4,10,800
0,Truthful Competitor 4,11,888
0,Truthful Competitor 4,12,880
0,Truthful Competitor 4,13,940
0,Truthful Competitor 4,14,914
0,Truthful Competitor 4,15,828
0,Truthful Competitor 4,16,777
0,Truthful Competitor 4,17,887
0,Truthful Competitor 4,18,817
0,Truthful Competitor 4,19,778
0,Truthful Competitor 4,20,745
0,Truthful Competitor 4,21,852
0,Truthful Competitor 4,22,846
0,Truthful Competitor 4,23,871
0,Truthful Competitor 4,24,858
0,Truthful Competitor 5,0,10
0,Truthful Competitor 5,1,164
0,Truthful Competitor 5,2,865
0,Truthful Competitor 5,3,866
0,Truthful Competitor 5,4,881
0,Truthful Competitor 5,5,958
0,Truthful Competitor 5,6,943
0,Truthful Competitor 5,7,870
0,Truthful Competitor 5,8,935
0,Truthful Competitor 5,9,1017
0,Truthful Competitor 5,10,862
0,Truthful Competitor 5,11,885
0,Truthful Competitor 5,12,810
0,Truthful Competitor 5,13,951
0,Truthful Competitor 5,14,946
0,Truthful Competitor 5,15,875
0,Truthful Competitor 5,16,783
0,Truthful Competitor 5,17,855
0,Truthful Competitor 5,18,912
0,Truthful Competitor 5,19,985
0,Truthful Competitor 5,20,879
