Run,Agent,Iteration,CVR
0,PPO Bidder - Gross Utility 1,0,0.1111111111111111
0,PPO Bidder - Gross Utility 1,1,0.10817212791156731
0,PPO Bidder - Gross Utility 1,2,0.09361801970905678
0,PPO Bidder - Gross Utility 1,3,0.09979785083519524
0,PPO Bidder - Gross Utility 1,4,0.10576307363927429
0,PPO Bidder - Gross Utility 1,5,0.09442153245061863
0,PPO Bidder - Gross Utility 1,6,0.10590351248413034
0,PPO Bidder - Gross Utility 1,7,0.10348861944267178
0,PPO Bidder - Gross Utility 1,8,0.09655537890832008
0,PPO Bidder - Gross Utility 1,9,0.09463080055728218
0,PPO Bidder - Gross Utility 1,10,0.10371861425998517
0,PPO Bidder - Gross Utility 1,11,0.0985576923076923
0,PPO Bidder - Gross Utility 1,12,0.1068312406895084
0,PPO Bidder - Gross Utility 1,13,0.09504476368936082
0,PPO Bidder - Gross Utility 1,14,0.10104275286757039
0,PPO Bidder - Gross Utility 1,15,0.10342261904761904
0,PPO Bidder - Gross Utility 1,16,0.09762931034482758
0,PPO Bidder - Gross Utility 1,17,0.10021344717182497
0,PPO Bidder - Gross Utility 1,18,0.09998949690158597
0,PPO Bidder - Gross Utility 1,19,0.10075459666276969
0,PPO Bidder - Gross Utility 1,20,0.09835540367364375
0,PPO Bidder - Gross Utility 1,21,0.10210526315789474
0,PPO Bidder - Gross Utility 1,22,0.09950938566552901
0,PPO Bidder - Gross Utility 1,23,0.09419751776811287
0,PPO Bidder - Gross Utility 1,24,0.09704417840872974
0,Truthful Competitor 2,0,0.10256410256410256
0,Truthful Competitor 2,1,0.1073326248671626
0,Truthful Competitor 2,2,0.10918114143920596
0,Truthful Competitor 2,3,0.09194499017681729
0,Truthful Competitor 2,4,0.10087719298245613
0,Truthful Competitor 2,5,0.10505212510024058
0,Truthful Competitor 2,6,0.09727947238252267
0,Truthful Competitor 2,7,0.0989103101424979
0,Truthful Competitor 2,8,0.10511009555463233
0,Truthful Competitor 2,9,0.10007788161993769
0,Truthful Competitor 2,10,0.09427880741337631
0,Truthful Competitor 2,11,0.10645033636723387
0,Truthful Competitor 2,12,0.101953125
0,Truthful Competitor 2,13,0.09825416159155502
0,Truthful Competitor 2,14,0.10924713584288052
0,Truthful Competitor 2,15,0.10189287152637938
0,Truthful Competitor 2,16,0.09608397254743642
0,Truthful Competitor 2,17,0.09615384615384616
0,Truthful Competitor 2,18,0.09399916072177927
0,Truthful Competitor 2,19,0.08872696099442777
