Run,Agent,Iteration,Total Sales Revenue
0,PPO Bidder - Gross Utility 1,0,20.0
0,PPO Bidder - Gross Utility 1,1,5480.0
0,PPO Bidder - Gross Utility 1,2,15960.0
0,PPO Bidder - Gross Utility 1,3,18760.0
0,PPO Bidder - Gross Utility 1,4,19820.0
0,PPO Bidder - Gross Utility 1,5,17400.0
0,PPO Bidder - Gross Utility 1,6,20020.0
0,PPO Bidder - Gross Utility 1,7,19460.0
0,PPO Bidder - Gross Utility 1,8,18220.0
0,PPO Bidder - Gross Utility 1,9,17660.0
0,PPO Bidder - Gross Utility 1,10,19580.0
0,PPO Bidder - Gross Utility 1,11,18860.0
0,PPO Bidder - Gross Utility 1,12,20080.0
0,PPO Bidder - Gross Utility 1,13,18260.0
0,PPO Bidder - Gross Utility 1,14,19380.0
0,PPO Bidder - Gross Utility 1,15,19460.0
0,PPO Bidder - Gross Utility 1,16,18120.0
0,PPO Bidder - Gross Utility 1,17,18780.0
0,PPO Bidder - Gross Utility 1,18,19040.0
0,PPO Bidder - Gross Utility 1,19,18960.0
0,PPO Bidder - Gross Utility 1,20,18420.0
0,PPO Bidder - Gross Utility 1,21,19400.0
0,PPO Bidder - Gross Utility 1,22,18660.0
0,PPO Bidder - Gross Utility 1,23,17760.0
0,PPO Bidder - Gross Utility 1,24,18320.0
0,Truthful Competitor 2,0,400.0
0,Truthful Competitor 2,1,2020.0
0,Truthful Competitor 2,2,6160.0
0,Truthful Competitor 2,3,4680.0
0,Truthful Competitor 2,4,5060.0
0,Truthful Competitor 2,5,5240.0
0,Truthful Competitor 2,6,4720.0
0,Truthful Competitor 2,7,4720.0
0,Truthful Competitor 2,8,5060.0
0,Truthful Competitor 2,9,5140.0
0,Truthful Competitor 2,10,4680.0
0,Truthful Competitor 2,11,5380.0
0,Truthful Competitor 2,12,5220.0
0,Truthful Competitor 2,13,4840.0
0,Truthful Competitor 2,14,5340.0
0,Truthful Competitor 2,15,5060.0
0,Truthful Competitor 2,16,4760.0
0,Truthful Competitor 2,17,4800.0
0,Truthful Competitor 2,18,4480.0
0,Truthful Competitor 2,19,4140.0
0,Truthful Competitor 2,20,4560.0
0,Truthful Competitor 2,21,5200.0
0,Truthful Competitor 2,22,5260.0
0,Truthful Competitor 2,23,4800.0
0,Truthful Competitor 2,24,4360.0
0,Truthful Competitor 3,0,7140.0
0,Truthful Competitor 3,1,8360.0
0,Truthful Competitor 3,2,9460.0
0,Truthful Competitor 3,3,9100.0
0,Truthful Competitor 3,4,9280.0
0,Truthful Competitor 3,5,8780.0
0,Truthful Competitor 3,6,9340.0
0,Truthful Competitor 3,7,8720.0
0,Truthful Competitor 3,8,9240.0
0,Truthful Competitor 3,9,9060.0
0,Truthful Competitor 3,10,9000.0
0,Truthful Competitor 3,11,9440.0
0,Truthful Competitor 3,12,8580.0
0,Truthful Competitor 3,13,8580.0
0,Truthful Competitor 3,14,8400.0
0,Truthful Competitor 3,15,8140.0
0,Truthful Competitor 3,16,8880.0
0,Truthful Competitor 3,17,8800.0
0,Truthful Competitor 3,18,8460.0
0,Truthful Competitor 3,19,8520.0
0,Truthful Competitor 3,20,9120.0
0,Truthful Competitor 3,21,8840.0
0,Truthful Competitor 3,22,8280.0
0,Truthful Competitor 3,23,9080.0
0,Truthful Competitor 3,24,9240.0
0,Truthful Competitor 4,0,40.0
0,Truthful Competitor 4,1,5860.0
0,Truthful Competitor 4,2,3620.0
0,Truthful Competitor 4,3,3720.0
0,Truthful Competitor 4,4,4240.0
0,Truthful Competitor 4,5,4900.0
0,Truthful Competitor 4,6,3900.0
0,Truthful Competitor 4,7,3780.0
0,Truthful Competitor 4,8,3800.0
0,Truthful Competitor 4,9,4180.0
0,Truthful Competitor 4,10,3800.0
0,Truthful Competitor 4,11,3660.0
0,Truthful Competitor 4,12,3420.0
0,Truthful Competitor 4,13,3680.0
0,Truthful Competitor 4,14,3740.0
0,Truthful Competitor 4,15,3780.0
0,Truthful Competitor 4,16,3860.0
0,Truthful Competitor 4,17,3900.0
0,Truthful Competitor 4,18,3960.0
0,Truthful Competitor 4,19,3980.0
0,Truthful Competitor 4,20,3220.0
0,Truthful Competitor 4,21,3360.0
0,Truthful Competitor 4,22,4060.0
0,Truthful Competitor 4,23,3840.0
0,Truthful Competitor 4,24,4480.0
0,Truthful Competitor 5,0,660.0
0,Truthful Competitor 5,1,3340.0
0,Truthful Competitor 5,2,2480.0
0,Truthful Competitor 5,3,2660.0
0,Truthful Competitor 5,4,2560.0
0,Truthful Competitor 5,5,2440.0
0,Truthful Competitor 5,6,2000.0
0,Truthful Competitor 5,7,2260.0
0,Truthful Competitor 5,8,2460.0
0,Truthful Competitor 5,9,2780.0
0,Truthful Competitor 5,10,2720.0
0,Truthful Competitor 5,11,2540.0
0,Truthful Competitor 5,12,2320.0
0,Truthful Competitor 5,13,2400.0
0,Truthful Competitor 5,14,2220.0
0,Truthful Competitor 5,15,2540.0
0,Truthful Competitor 5,16,2340.0
0,Truthful Competitor 5,17,2520.0
0,Truthful Competitor 5,18,2520.0
0,Truthful Competitor 5,19,2560.0
0,Truthful Competitor 5,20,2200.0
0,Truthful Competitor 5,21,2540.0
0,Truthful Competitor 5,22,2220.0
0,Truthful Competitor 5,23,2660.0
0,Truthful Competitor 5,24,2560.0
0,Truthful Competitor 6,0,0.0
0,Truthful Competitor 6,1,2440.0
0,Truthful Competitor 6,2,640.0
0,Truthful Competitor 6,3,520.0
0,Truthful Competitor 6,4,340.0
0,Truthful Competitor 6,5,560.0
0,Truthful Competitor 6,6,720.0
0,Truthful Competitor 6,7,900.0
0,Truthful Competitor 6,8,580.0
0,Truthful Competitor 6,9,1020.0
0,Truthful Competitor 6,10,700.0
0,Truthful Competitor 6,11,840.0
0,Truthful Competitor 6,12,620.0
0,Truthful Competitor 6,13,620.0
0,Truthful Competitor 6,14,760.0
0,Truthful Competitor 6,15,900.0
0,Truthful Competitor 6,16,600.0
0,Truthful Competitor 6,17,760.0
0,Truthful Competitor 6,18,620.0
0,Truthful Competitor 6,19,800.0
0,Truthful Competitor 6,20,880.0
0,Truthful Competitor 6,21,560.0
0,Truthful Competitor 6,22,700.0
0,Truthful Competitor 6,23,520.0
0,Truthful Competitor 6,24,760.0
0,Truthful Competitor 7,0,600.0
0,Truthful Competitor 7,1,15520.0
0,Truthful Competitor 7,2,18140.0
0,Truthful Competitor 7,3,17420.0
0,Truthful Competitor 7,4,17880.0
0,Truthful Competitor 7,5,17600.0
0,Truthful Competitor 7,6,17620.0
0,Truthful Competitor 7,7,17040.0
0,Truthful Competitor 7,8,16720.0
0,Truthful Competitor 7,9,17780.0
0,Truthful Competitor 7,10,17100.0
0,Truthful Competitor 7,11,16980.0
0,Truthful Competitor 7,12,17540.0
0,Truthful Competitor 7,13,18120.0
0,Truthful Competitor 7,14,17680.0
0,Truthful Competitor 7,15,18160.0
0,Truthful Competitor 7,16,18220.0
0,Truthful Competitor 7,17,17480.0
0,Truthful Competitor 7,18,16940.0
0,Truthful Competitor 7,19,17400.0
0,Truthful Competitor 7,20,18660.0
0,Truthful Competitor 7,21,17400.0
0,Truthful Competitor 7,22,18020.0
0,Truthful Competitor 7,23,17500.0
0,Truthful Competitor 7,24,17920.0
0,Truthful Competitor 8,0,4420.0
0,Truthful Competitor 8,1,2080.0
0,Truthful Competitor 8,2,2700.0
0,Truthful Competitor 8,3,2440.0
0,Truthful Competitor 8,4,3000.0
0,Truthful Competitor 8,5,2800.0
0,Truthful Competitor 8,6,3080.0
0,Truthful Competitor 8,7,3420.0
0,Truthful Competitor 8,8,2800.0
0,Truthful Competitor 8,9,2960.0
0,Truthful Competitor 8,10,2740.0
0,Truthful Competitor 8,11,3460.0
0,Truthful Competitor 8,12,3900.0
0,Truthful Competitor 8,13,3400.0
0,Truthful Competitor 8,14,3140.0
0,Truthful Competitor 8,15,3140.0
0,Truthful Competitor 8,16,3220.0
0,Truthful Competitor 8,17,3480.0
0,Truthful Competitor 8,18,3220.0
0,Truthful Competitor 8,19,4200.0
0,Truthful Competitor 8,20,3160.0
0,Truthful Competitor 8,21,3360.0
0,Truthful Competitor 8,22,3520.0
0,Truthful Competitor 8,23,3160.0
0,Truthful Competitor 8,24,2900.0
0,Truthful Competitor 9,0,120.0
0,Truthful Competitor 9,1,460.0
0,Truthful Competitor 9,2,220.0
0,Truthful Competitor 9,3,180.0
0,Truthful Competitor 9,4,180.0
0,Truthful Competitor 9,5,40.0
0,Truthful Competitor 9,6,40.0
0,Truthful Competitor 9,7,120.0
0,Truthful Competitor 9,8,40.0
0,Truthful Competitor 9,9,160.0
0,Truthful Competitor 9,10,120.0
0,Truthful Competitor 9,11,140.0
0,Truthful Competitor 9,12,180.0
0,Truthful Competitor 9,13,260.0
0,Truthful Competitor 9,14,80.0
0,Truthful Competitor 9,15,140.0
0,Truthful Competitor 9,16,380.0
0,Truthful Competitor 9,17,340.0
0,Truthful Competitor 9,18,220.0
0,Truthful Competitor 9,19,320.0
0,Truthful Competitor 9,20,160.0
0,Truthful Competitor 9,21,60.0
0,Truthful Competitor 9,22,320.0
0,Truthful Competitor 9,23,80.0
0,Truthful Competitor 9,24,360.0
0,Truthful Competitor 10,0,120.0
0,Truthful Competitor 10,1,160.0
0,Truthful Competitor 10,2,680.0
0,Truthful Competitor 10,3,320.0
0,Truthful Competitor 10,4,360.0
0,Truthful Competitor 10,5,460.0
0,Truthful Competitor 10,6,400.0
0,Truthful Competitor 10,7,440.0
0,Truthful Competitor 10,8,400.0
0,Truthful Competitor 10,9,460.0
0,Truthful Competitor 10,10,380.0
0,Truthful Competitor 10,11,400.0
0,Truthful Competitor 10,12,380.0
0,Truthful Competitor 10,13,320.0
0,Truthful Competitor 10,14,320.0
0,Truthful Competitor 10,15,280.0
0,Truthful Competitor 10,16,360.0
0,Truthful Competitor 10,17,280.0
0,Truthful Competitor 10,18,340.0
0,Truthful Competitor 10,19,540.0
0,Truthful Competitor 10,20,400.0
0,Truthful Competitor 10,21,280.0
0,Truthful Competitor 10,22,340.0
0,Truthful Competitor 10,23,360.0
0,Truthful Competitor 10,24,460.0
0,Truthful Competitor 11,0,1780.0
0,Truthful Competitor 11,1,4460.0
0,Truthful Competitor 11,2,5840.0
0,Truthful Competitor 11,3,5020.0
0,Truthful Competitor 11,4,5540.0
0,Truthful Competitor 11,5,5380.0
0,Truthful Competitor 11,6,5560.0
0,Truthful Competitor 11,7,4900.0
0,Truthful Competitor 11,8,5480.0
0,Truthful Competitor 11,9,4600.0
0,Truthful Competitor 11,10,5160.0
0,Truthful Competitor 11,11,5500.0
0,Truthful Competitor 11,12,5080.0
0,Truthful Competitor 11,13,5260.0
0,Truthful Competitor 11,14,4800.0
0,Truthful Competitor 11,15,5240.0
0,Truthful Competitor 11,16,5360.0
0,Truthful Competitor 11,17,5240.0
0,Truthful Competitor 11,18,5020.0
0,Truthful Competitor 11,19,5240.0
0,Truthful Competitor 11,20,6460.0
0,Truthful Competitor 11,21,5300.0
0,Truthful Competitor 11,22,4960.0
0,Truthful Competitor 11,23,5160.0
0,Truthful Competitor 11,24,4680.0
1,PPO Bidder - Gross Utility 1,0,300.0
1,PPO Bidder - Gross Utility 1,1,17940.0
1,PPO Bidder - Gross Utility 1,2,18780.0
1,PPO Bidder - Gross Utility 1,3,19020.0
1,PPO Bidder - Gross Utility 1,4,19620.0
1,PPO Bidder - Gross Utility 1,5,20320.0
1,PPO Bidder - Gross Utility 1,6,19020.0
1,PPO Bidder - Gross Utility 1,7,18760.0
1,PPO Bidder - Gross Utility 1,8,19760.0
1,PPO Bidder - Gross Utility 1,9,19480.0
1,PPO Bidder - Gross Utility 1,10,19220.0
1,PPO Bidder - Gross Utility 1,11,19740.0
1,PPO Bidder - Gross Utility 1,12,19200.0
1,PPO Bidder - Gross Utility 1,13,20200.0
1,PPO Bidder - Gross Utility 1,14,18880.0
1,PPO Bidder - Gross Utility 1,15,19920.0
1,PPO Bidder - Gross Utility 1,16,19620.0
1,PPO Bidder - Gross Utility 1,17,19460.0
1,PPO Bidder - Gross Utility 1,18,20080.0
1,PPO Bidder - Gross Utility 1,19,19300.0
1,PPO Bidder - Gross Utility 1,20,20500.0
1,PPO Bidder - Gross Utility 1,21,19400.0
1,PPO Bidder - Gross Utility 1,22,18620.0
1,PPO Bidder - Gross Utility 1,23,19160.0
1,PPO Bidder - Gross Utility 1,24,19580.0
1,Truthful Competitor 2,0,2360.0
1,Truthful Competitor 2,1,2960.0
1,Truthful Competitor 2,2,4960.0
1,Truthful Competitor 2,3,5100.0
1,Truthful Competitor 2,4,5380.0
1,Truthful Competitor 2,5,5060.0
1,Truthful Competitor 2,6,4840.0
1,Truthful Competitor 2,7,4540.0
1,Truthful Competitor 2,8,4500.0
1,Truthful Competitor 2,9,4800.0
1,Truthful Competitor 2,10,4880.0
1,Truthful Competitor 2,11,4620.0
1,Truthful Competitor 2,12,4720.0
1,Truthful Competitor 2,13,4880.0
1,Truthful Competitor 2,14,4440.0
1,Truthful Competitor 2,15,4980.0
1,Truthful Competitor 2,16,5240.0
1,Truthful Competitor 2,17,5140.0
1,Truthful Competitor 2,18,4920.0
1,Truthful Competitor 2,19,5160.0
1,Truthful Competitor 2,20,4600.0
1,Truthful Competitor 2,21,5500.0
1,Truthful Competitor 2,22,4820.0
1,Truthful Competitor 2,23,4580.0
1,Truthful Competitor 2,24,4760.0
1,Truthful Competitor 3,0,7860.0
1,Truthful Competitor 3,1,7240.0
1,Truthful Competitor 3,2,8720.0
1,Truthful Competitor 3,3,8880.0
1,Truthful Competitor 3,4,8660.0
1,Truthful Competitor 3,5,7900.0
1,Truthful Competitor 3,6,9480.0
1,Truthful Competitor 3,7,9720.0
1,Truthful Competitor 3,8,8880.0
1,Truthful Competitor 3,9,9160.0
1,Truthful Competitor 3,10,8780.0
1,Truthful Competitor 3,11,8820.0
1,Truthful Competitor 3,12,8680.0
1,Truthful Competitor 3,13,8580.0
1,Truthful Competitor 3,14,8500.0
1,Truthful Competitor 3,15,8600.0
1,Truthful Competitor 3,16,10200.0
1,Truthful Competitor 3,17,8220.0
1,Truthful Competitor 3,18,8760.0
1,Truthful Competitor 3,19,9360.0
1,Truthful Competitor 3,20,9120.0
1,Truthful Competitor 3,21,8340.0
1,Truthful Competitor 3,22,9200.0
1,Truthful Competitor 3,23,8200.0
1,Truthful Competitor 3,24,8640.0
1,Truthful Competitor 4,0,40.0
1,Truthful Competitor 4,1,4740.0
1,Truthful Competitor 4,2,3740.0
1,Truthful Competitor 4,3,3360.0
1,Truthful Competitor 4,4,3560.0
1,Truthful Competitor 4,5,4320.0
1,Truthful Competitor 4,6,3320.0
1,Truthful Competitor 4,7,3420.0
1,Truthful Competitor 4,8,3340.0
1,Truthful Competitor 4,9,3560.0
1,Truthful Competitor 4,10,3460.0
1,Truthful Competitor 4,11,3620.0
1,Truthful Competitor 4,12,3940.0
1,Truthful Competitor 4,13,4200.0
1,Truthful Competitor 4,14,4120.0
1,Truthful Competitor 4,15,3460.0
1,Truthful Competitor 4,16,3760.0
1,Truthful Competitor 4,17,3800.0
1,Truthful Competitor 4,18,3920.0
1,Truthful Competitor 4,19,4400.0
1,Truthful Competitor 4,20,4060.0
1,Truthful Competitor 4,21,3920.0
1,Truthful Competitor 4,22,3620.0
1,Truthful Competitor 4,23,4000.0
1,Truthful Competitor 4,24,3700.0
1,Truthful Competitor 5,0,620.0
1,Truthful Competitor 5,1,3420.0
1,Truthful Competitor 5,2,2200.0
1,Truthful Competitor 5,3,2080.0
1,Truthful Competitor 5,4,2480.0
1,Truthful Competitor 5,5,2600.0
1,Truthful Competitor 5,6,2400.0
1,Truthful Competitor 5,7,2540.0
1,Truthful Competitor 5,8,2360.0
1,Truthful Competitor 5,9,2180.0
1,Truthful Competitor 5,10,2440.0
1,Truthful Competitor 5,11,2340.0
1,Truthful Competitor 5,12,2720.0
1,Truthful Competitor 5,13,2340.0
1,Truthful Competitor 5,14,2320.0
1,Truthful Competitor 5,15,2120.0
1,Truthful Competitor 5,16,2360.0
1,Truthful Competitor 5,17,2540.0
1,Truthful Competitor 5,18,2520.0
1,Truthful Competitor 5,19,2640.0
1,Truthful Competitor 5,20,2800.0
1,Truthful Competitor 5,21,2840.0
1,Truthful Competitor 5,22,2680.0
1,Truthful Competitor 5,23,2160.0
1,Truthful Competitor 5,24,2360.0
1,Truthful Competitor 6,0,0.0
1,Truthful Competitor 6,1,40.0
1,Truthful Competitor 6,2,20.0
1,Truthful Competitor 6,3,140.0
1,Truthful Competitor 6,4,300.0
1,Truthful Competitor 6,5,200.0
1,Truthful Competitor 6,6,240.0
1,Truthful Competitor 6,7,220.0
1,Truthful Competitor 6,8,380.0
1,Truthful Competitor 6,9,280.0
1,Truthful Competitor 6,10,560.0
1,Truthful Competitor 6,11,440.0
1,Truthful Competitor 6,12,440.0
1,Truthful Competitor 6,13,380.0
1,Truthful Competitor 6,14,400.0
